image,ua,us,g,run
g003\a001_s001_g003_0085.T.CW.mat,0.05,10,-0.95,85
g003\a001_s001_g003_0086.T.CW.mat,0.05,10,-0.95,86
g003\a001_s001_g003_0087.T.CW.mat,0.05,10,-0.95,87
g003\a001_s001_g003_0088.T.CW.mat,0.05,10,-0.95,88
g003\a001_s001_g003_0089.T.CW.mat,0.05,10,-0.95,89
g003\a001_s001_g003_0090.T.CW.mat,0.05,10,-0.95,90
g003\a001_s001_g003_0091.T.CW.mat,0.05,10,-0.95,91
g003\a001_s001_g003_0092.T.CW.mat,0.05,10,-0.95,92
g003\a001_s001_g003_0093.T.CW.mat,0.05,10,-0.95,93
g003\a001_s001_g003_0094.T.CW.mat,0.05,10,-0.95,94
g003\a001_s001_g003_0095.T.CW.mat,0.05,10,-0.95,95
g003\a001_s001_g003_0096.T.CW.mat,0.05,10,-0.95,96
g003\a001_s001_g003_0097.T.CW.mat,0.05,10,-0.95,97
g003\a001_s001_g003_0098.T.CW.mat,0.05,10,-0.95,98
g003\a001_s001_g003_0099.T.CW.mat,0.05,10,-0.95,99
g003\a001_s001_g003_0100.T.CW.mat,0.05,10,-0.95,100
g004\a001_s001_g004_0071.T.CW.mat,0.05,10,-0.925,71
g004\a001_s001_g004_0072.T.CW.mat,0.05,10,-0.925,72
g004\a001_s001_g004_0073.T.CW.mat,0.05,10,-0.925,73
g004\a001_s001_g004_0074.T.CW.mat,0.05,10,-0.925,74
g004\a001_s001_g004_0075.T.CW.mat,0.05,10,-0.925,75
g004\a001_s001_g004_0076.T.CW.mat,0.05,10,-0.925,76
g004\a001_s001_g004_0077.T.CW.mat,0.05,10,-0.925,77
g004\a001_s001_g004_0078.T.CW.mat,0.05,10,-0.925,78
g004\a001_s001_g004_0079.T.CW.mat,0.05,10,-0.925,79
g004\a001_s001_g004_0080.T.CW.mat,0.05,10,-0.925,80
g004\a001_s001_g004_0081.T.CW.mat,0.05,10,-0.925,81
g004\a001_s001_g004_0082.T.CW.mat,0.05,10,-0.925,82
g004\a001_s001_g004_0083.T.CW.mat,0.05,10,-0.925,83
g004\a001_s001_g004_0084.T.CW.mat,0.05,10,-0.925,84
g004\a001_s001_g004_0085.T.CW.mat,0.05,10,-0.925,85
g004\a001_s001_g004_0086.T.CW.mat,0.05,10,-0.925,86
g004\a001_s001_g004_0087.T.CW.mat,0.05,10,-0.925,87
g004\a001_s001_g004_0088.T.CW.mat,0.05,10,-0.925,88
g004\a001_s001_g004_0089.T.CW.mat,0.05,10,-0.925,89
g004\a001_s001_g004_0090.T.CW.mat,0.05,10,-0.925,90
g004\a001_s001_g004_0091.T.CW.mat,0.05,10,-0.925,91
g004\a001_s001_g004_0092.T.CW.mat,0.05,10,-0.925,92
g004\a001_s001_g004_0093.T.CW.mat,0.05,10,-0.925,93
g004\a001_s001_g004_0094.T.CW.mat,0.05,10,-0.925,94
g004\a001_s001_g004_0095.T.CW.mat,0.05,10,-0.925,95
g004\a001_s001_g004_0096.T.CW.mat,0.05,10,-0.925,96
g004\a001_s001_g004_0097.T.CW.mat,0.05,10,-0.925,97
g004\a001_s001_g004_0098.T.CW.mat,0.05,10,-0.925,98
g004\a001_s001_g004_0099.T.CW.mat,0.05,10,-0.925,99
g004\a001_s001_g004_0100.T.CW.mat,0.05,10,-0.925,100
g005\a001_s001_g005_0071.T.CW.mat,0.05,10,-0.9,71
g005\a001_s001_g005_0072.T.CW.mat,0.05,10,-0.9,72
g005\a001_s001_g005_0073.T.CW.mat,0.05,10,-0.9,73
g005\a001_s001_g005_0074.T.CW.mat,0.05,10,-0.9,74
g005\a001_s001_g005_0075.T.CW.mat,0.05,10,-0.9,75
g005\a001_s001_g005_0076.T.CW.mat,0.05,10,-0.9,76
g005\a001_s001_g005_0077.T.CW.mat,0.05,10,-0.9,77
g005\a001_s001_g005_0078.T.CW.mat,0.05,10,-0.9,78
g005\a001_s001_g005_0079.T.CW.mat,0.05,10,-0.9,79
g005\a001_s001_g005_0080.T.CW.mat,0.05,10,-0.9,80
g005\a001_s001_g005_0081.T.CW.mat,0.05,10,-0.9,81
g005\a001_s001_g005_0082.T.CW.mat,0.05,10,-0.9,82
g005\a001_s001_g005_0083.T.CW.mat,0.05,10,-0.9,83
g005\a001_s001_g005_0084.T.CW.mat,0.05,10,-0.9,84
g005\a001_s001_g005_0085.T.CW.mat,0.05,10,-0.9,85
g005\a001_s001_g005_0086.T.CW.mat,0.05,10,-0.9,86
g005\a001_s001_g005_0087.T.CW.mat,0.05,10,-0.9,87
g005\a001_s001_g005_0088.T.CW.mat,0.05,10,-0.9,88
g005\a001_s001_g005_0089.T.CW.mat,0.05,10,-0.9,89
g005\a001_s001_g005_0090.T.CW.mat,0.05,10,-0.9,90
g005\a001_s001_g005_0091.T.CW.mat,0.05,10,-0.9,91
g005\a001_s001_g005_0092.T.CW.mat,0.05,10,-0.9,92
g005\a001_s001_g005_0093.T.CW.mat,0.05,10,-0.9,93
g005\a001_s001_g005_0094.T.CW.mat,0.05,10,-0.9,94
g005\a001_s001_g005_0095.T.CW.mat,0.05,10,-0.9,95
g005\a001_s001_g005_0096.T.CW.mat,0.05,10,-0.9,96
g005\a001_s001_g005_0097.T.CW.mat,0.05,10,-0.9,97
g005\a001_s001_g005_0098.T.CW.mat,0.05,10,-0.9,98
g005\a001_s001_g005_0099.T.CW.mat,0.05,10,-0.9,99
g005\a001_s001_g005_0100.T.CW.mat,0.05,10,-0.9,100
g006\a001_s001_g006_0071.T.CW.mat,0.05,10,-0.875,71
g006\a001_s001_g006_0072.T.CW.mat,0.05,10,-0.875,72
g006\a001_s001_g006_0073.T.CW.mat,0.05,10,-0.875,73
g006\a001_s001_g006_0074.T.CW.mat,0.05,10,-0.875,74
g006\a001_s001_g006_0075.T.CW.mat,0.05,10,-0.875,75
g006\a001_s001_g006_0076.T.CW.mat,0.05,10,-0.875,76
g006\a001_s001_g006_0077.T.CW.mat,0.05,10,-0.875,77
g006\a001_s001_g006_0078.T.CW.mat,0.05,10,-0.875,78
g006\a001_s001_g006_0079.T.CW.mat,0.05,10,-0.875,79
g006\a001_s001_g006_0080.T.CW.mat,0.05,10,-0.875,80
g006\a001_s001_g006_0081.T.CW.mat,0.05,10,-0.875,81
g006\a001_s001_g006_0082.T.CW.mat,0.05,10,-0.875,82
g006\a001_s001_g006_0083.T.CW.mat,0.05,10,-0.875,83
g006\a001_s001_g006_0084.T.CW.mat,0.05,10,-0.875,84
g006\a001_s001_g006_0085.T.CW.mat,0.05,10,-0.875,85
g006\a001_s001_g006_0086.T.CW.mat,0.05,10,-0.875,86
g006\a001_s001_g006_0087.T.CW.mat,0.05,10,-0.875,87
g006\a001_s001_g006_0088.T.CW.mat,0.05,10,-0.875,88
g006\a001_s001_g006_0089.T.CW.mat,0.05,10,-0.875,89
g006\a001_s001_g006_0090.T.CW.mat,0.05,10,-0.875,90
g006\a001_s001_g006_0091.T.CW.mat,0.05,10,-0.875,91
g006\a001_s001_g006_0092.T.CW.mat,0.05,10,-0.875,92
g006\a001_s001_g006_0093.T.CW.mat,0.05,10,-0.875,93
g006\a001_s001_g006_0094.T.CW.mat,0.05,10,-0.875,94
g006\a001_s001_g006_0095.T.CW.mat,0.05,10,-0.875,95
g006\a001_s001_g006_0096.T.CW.mat,0.05,10,-0.875,96
g006\a001_s001_g006_0097.T.CW.mat,0.05,10,-0.875,97
g006\a001_s001_g006_0098.T.CW.mat,0.05,10,-0.875,98
g006\a001_s001_g006_0099.T.CW.mat,0.05,10,-0.875,99
g006\a001_s001_g006_0100.T.CW.mat,0.05,10,-0.875,100
g007\a001_s001_g007_0071.T.CW.mat,0.05,10,-0.85,71
g007\a001_s001_g007_0072.T.CW.mat,0.05,10,-0.85,72
g007\a001_s001_g007_0073.T.CW.mat,0.05,10,-0.85,73
g007\a001_s001_g007_0074.T.CW.mat,0.05,10,-0.85,74
g007\a001_s001_g007_0075.T.CW.mat,0.05,10,-0.85,75
g007\a001_s001_g007_0076.T.CW.mat,0.05,10,-0.85,76
g007\a001_s001_g007_0077.T.CW.mat,0.05,10,-0.85,77
g007\a001_s001_g007_0078.T.CW.mat,0.05,10,-0.85,78
g007\a001_s001_g007_0079.T.CW.mat,0.05,10,-0.85,79
g007\a001_s001_g007_0080.T.CW.mat,0.05,10,-0.85,80
g007\a001_s001_g007_0081.T.CW.mat,0.05,10,-0.85,81
g007\a001_s001_g007_0082.T.CW.mat,0.05,10,-0.85,82
g007\a001_s001_g007_0083.T.CW.mat,0.05,10,-0.85,83
g007\a001_s001_g007_0084.T.CW.mat,0.05,10,-0.85,84
g007\a001_s001_g007_0085.T.CW.mat,0.05,10,-0.85,85
g007\a001_s001_g007_0086.T.CW.mat,0.05,10,-0.85,86
g007\a001_s001_g007_0087.T.CW.mat,0.05,10,-0.85,87
g007\a001_s001_g007_0088.T.CW.mat,0.05,10,-0.85,88
g007\a001_s001_g007_0089.T.CW.mat,0.05,10,-0.85,89
g007\a001_s001_g007_0090.T.CW.mat,0.05,10,-0.85,90
g007\a001_s001_g007_0091.T.CW.mat,0.05,10,-0.85,91
g007\a001_s001_g007_0092.T.CW.mat,0.05,10,-0.85,92
g007\a001_s001_g007_0093.T.CW.mat,0.05,10,-0.85,93
g007\a001_s001_g007_0094.T.CW.mat,0.05,10,-0.85,94
g007\a001_s001_g007_0095.T.CW.mat,0.05,10,-0.85,95
g007\a001_s001_g007_0096.T.CW.mat,0.05,10,-0.85,96
g007\a001_s001_g007_0097.T.CW.mat,0.05,10,-0.85,97
g007\a001_s001_g007_0098.T.CW.mat,0.05,10,-0.85,98
g007\a001_s001_g007_0099.T.CW.mat,0.05,10,-0.85,99
g007\a001_s001_g007_0100.T.CW.mat,0.05,10,-0.85,100
g008\a001_s001_g008_0071.T.CW.mat,0.05,10,-0.825,71
g008\a001_s001_g008_0072.T.CW.mat,0.05,10,-0.825,72
g008\a001_s001_g008_0073.T.CW.mat,0.05,10,-0.825,73
g008\a001_s001_g008_0074.T.CW.mat,0.05,10,-0.825,74
g008\a001_s001_g008_0075.T.CW.mat,0.05,10,-0.825,75
g008\a001_s001_g008_0076.T.CW.mat,0.05,10,-0.825,76
g008\a001_s001_g008_0077.T.CW.mat,0.05,10,-0.825,77
g008\a001_s001_g008_0078.T.CW.mat,0.05,10,-0.825,78
g008\a001_s001_g008_0079.T.CW.mat,0.05,10,-0.825,79
g008\a001_s001_g008_0080.T.CW.mat,0.05,10,-0.825,80
g008\a001_s001_g008_0081.T.CW.mat,0.05,10,-0.825,81
g008\a001_s001_g008_0082.T.CW.mat,0.05,10,-0.825,82
g008\a001_s001_g008_0083.T.CW.mat,0.05,10,-0.825,83
g008\a001_s001_g008_0084.T.CW.mat,0.05,10,-0.825,84
g008\a001_s001_g008_0085.T.CW.mat,0.05,10,-0.825,85
g008\a001_s001_g008_0086.T.CW.mat,0.05,10,-0.825,86
g008\a001_s001_g008_0087.T.CW.mat,0.05,10,-0.825,87
g008\a001_s001_g008_0088.T.CW.mat,0.05,10,-0.825,88
g008\a001_s001_g008_0089.T.CW.mat,0.05,10,-0.825,89
g008\a001_s001_g008_0090.T.CW.mat,0.05,10,-0.825,90
g008\a001_s001_g008_0091.T.CW.mat,0.05,10,-0.825,91
g008\a001_s001_g008_0092.T.CW.mat,0.05,10,-0.825,92
g008\a001_s001_g008_0093.T.CW.mat,0.05,10,-0.825,93
g008\a001_s001_g008_0094.T.CW.mat,0.05,10,-0.825,94
g008\a001_s001_g008_0095.T.CW.mat,0.05,10,-0.825,95
g008\a001_s001_g008_0096.T.CW.mat,0.05,10,-0.825,96
g008\a001_s001_g008_0097.T.CW.mat,0.05,10,-0.825,97
g008\a001_s001_g008_0098.T.CW.mat,0.05,10,-0.825,98
g008\a001_s001_g008_0099.T.CW.mat,0.05,10,-0.825,99
g008\a001_s001_g008_0100.T.CW.mat,0.05,10,-0.825,100
g009\a001_s001_g009_0071.T.CW.mat,0.05,10,-0.8,71
g009\a001_s001_g009_0072.T.CW.mat,0.05,10,-0.8,72
g009\a001_s001_g009_0073.T.CW.mat,0.05,10,-0.8,73
g009\a001_s001_g009_0074.T.CW.mat,0.05,10,-0.8,74
g009\a001_s001_g009_0075.T.CW.mat,0.05,10,-0.8,75
g009\a001_s001_g009_0076.T.CW.mat,0.05,10,-0.8,76
g009\a001_s001_g009_0077.T.CW.mat,0.05,10,-0.8,77
g009\a001_s001_g009_0078.T.CW.mat,0.05,10,-0.8,78
g009\a001_s001_g009_0079.T.CW.mat,0.05,10,-0.8,79
g009\a001_s001_g009_0080.T.CW.mat,0.05,10,-0.8,80
g009\a001_s001_g009_0081.T.CW.mat,0.05,10,-0.8,81
g009\a001_s001_g009_0082.T.CW.mat,0.05,10,-0.8,82
g009\a001_s001_g009_0083.T.CW.mat,0.05,10,-0.8,83
g009\a001_s001_g009_0084.T.CW.mat,0.05,10,-0.8,84
g009\a001_s001_g009_0085.T.CW.mat,0.05,10,-0.8,85
g009\a001_s001_g009_0086.T.CW.mat,0.05,10,-0.8,86
g009\a001_s001_g009_0087.T.CW.mat,0.05,10,-0.8,87
g009\a001_s001_g009_0088.T.CW.mat,0.05,10,-0.8,88
g009\a001_s001_g009_0089.T.CW.mat,0.05,10,-0.8,89
g009\a001_s001_g009_0090.T.CW.mat,0.05,10,-0.8,90
g009\a001_s001_g009_0091.T.CW.mat,0.05,10,-0.8,91
g009\a001_s001_g009_0092.T.CW.mat,0.05,10,-0.8,92
g009\a001_s001_g009_0093.T.CW.mat,0.05,10,-0.8,93
g009\a001_s001_g009_0094.T.CW.mat,0.05,10,-0.8,94
g009\a001_s001_g009_0095.T.CW.mat,0.05,10,-0.8,95
g009\a001_s001_g009_0096.T.CW.mat,0.05,10,-0.8,96
g009\a001_s001_g009_0097.T.CW.mat,0.05,10,-0.8,97
g009\a001_s001_g009_0098.T.CW.mat,0.05,10,-0.8,98
g009\a001_s001_g009_0099.T.CW.mat,0.05,10,-0.8,99
g009\a001_s001_g009_0100.T.CW.mat,0.05,10,-0.8,100
g010\a001_s001_g010_0071.T.CW.mat,0.05,10,-0.775,71
g010\a001_s001_g010_0072.T.CW.mat,0.05,10,-0.775,72
g010\a001_s001_g010_0073.T.CW.mat,0.05,10,-0.775,73
g010\a001_s001_g010_0074.T.CW.mat,0.05,10,-0.775,74
g010\a001_s001_g010_0075.T.CW.mat,0.05,10,-0.775,75
g010\a001_s001_g010_0076.T.CW.mat,0.05,10,-0.775,76
g010\a001_s001_g010_0077.T.CW.mat,0.05,10,-0.775,77
g010\a001_s001_g010_0078.T.CW.mat,0.05,10,-0.775,78
g010\a001_s001_g010_0079.T.CW.mat,0.05,10,-0.775,79
g010\a001_s001_g010_0080.T.CW.mat,0.05,10,-0.775,80
g010\a001_s001_g010_0081.T.CW.mat,0.05,10,-0.775,81
g010\a001_s001_g010_0082.T.CW.mat,0.05,10,-0.775,82
g010\a001_s001_g010_0083.T.CW.mat,0.05,10,-0.775,83
g010\a001_s001_g010_0084.T.CW.mat,0.05,10,-0.775,84
g010\a001_s001_g010_0085.T.CW.mat,0.05,10,-0.775,85
g010\a001_s001_g010_0086.T.CW.mat,0.05,10,-0.775,86
g010\a001_s001_g010_0087.T.CW.mat,0.05,10,-0.775,87
g010\a001_s001_g010_0088.T.CW.mat,0.05,10,-0.775,88
g010\a001_s001_g010_0089.T.CW.mat,0.05,10,-0.775,89
g010\a001_s001_g010_0090.T.CW.mat,0.05,10,-0.775,90
g010\a001_s001_g010_0091.T.CW.mat,0.05,10,-0.775,91
g010\a001_s001_g010_0092.T.CW.mat,0.05,10,-0.775,92
g010\a001_s001_g010_0093.T.CW.mat,0.05,10,-0.775,93
g010\a001_s001_g010_0094.T.CW.mat,0.05,10,-0.775,94
g010\a001_s001_g010_0095.T.CW.mat,0.05,10,-0.775,95
g010\a001_s001_g010_0096.T.CW.mat,0.05,10,-0.775,96
g010\a001_s001_g010_0097.T.CW.mat,0.05,10,-0.775,97
g010\a001_s001_g010_0098.T.CW.mat,0.05,10,-0.775,98
g010\a001_s001_g010_0099.T.CW.mat,0.05,10,-0.775,99
g010\a001_s001_g010_0100.T.CW.mat,0.05,10,-0.775,100
g011\a001_s001_g011_0071.T.CW.mat,0.05,10,-0.75,71
g011\a001_s001_g011_0072.T.CW.mat,0.05,10,-0.75,72
g011\a001_s001_g011_0073.T.CW.mat,0.05,10,-0.75,73
g011\a001_s001_g011_0074.T.CW.mat,0.05,10,-0.75,74
g011\a001_s001_g011_0075.T.CW.mat,0.05,10,-0.75,75
g011\a001_s001_g011_0076.T.CW.mat,0.05,10,-0.75,76
g011\a001_s001_g011_0077.T.CW.mat,0.05,10,-0.75,77
g011\a001_s001_g011_0078.T.CW.mat,0.05,10,-0.75,78
g011\a001_s001_g011_0079.T.CW.mat,0.05,10,-0.75,79
g011\a001_s001_g011_0080.T.CW.mat,0.05,10,-0.75,80
g011\a001_s001_g011_0081.T.CW.mat,0.05,10,-0.75,81
g011\a001_s001_g011_0082.T.CW.mat,0.05,10,-0.75,82
g011\a001_s001_g011_0083.T.CW.mat,0.05,10,-0.75,83
g011\a001_s001_g011_0084.T.CW.mat,0.05,10,-0.75,84
g011\a001_s001_g011_0085.T.CW.mat,0.05,10,-0.75,85
g011\a001_s001_g011_0086.T.CW.mat,0.05,10,-0.75,86
g011\a001_s001_g011_0087.T.CW.mat,0.05,10,-0.75,87
g011\a001_s001_g011_0088.T.CW.mat,0.05,10,-0.75,88
g011\a001_s001_g011_0089.T.CW.mat,0.05,10,-0.75,89
g011\a001_s001_g011_0090.T.CW.mat,0.05,10,-0.75,90
g011\a001_s001_g011_0091.T.CW.mat,0.05,10,-0.75,91
g011\a001_s001_g011_0092.T.CW.mat,0.05,10,-0.75,92
g011\a001_s001_g011_0093.T.CW.mat,0.05,10,-0.75,93
g011\a001_s001_g011_0094.T.CW.mat,0.05,10,-0.75,94
g011\a001_s001_g011_0095.T.CW.mat,0.05,10,-0.75,95
g011\a001_s001_g011_0096.T.CW.mat,0.05,10,-0.75,96
g011\a001_s001_g011_0097.T.CW.mat,0.05,10,-0.75,97
g011\a001_s001_g011_0098.T.CW.mat,0.05,10,-0.75,98
g011\a001_s001_g011_0099.T.CW.mat,0.05,10,-0.75,99
g011\a001_s001_g011_0100.T.CW.mat,0.05,10,-0.75,100
g012\a001_s001_g012_0071.T.CW.mat,0.05,10,-0.725,71
g012\a001_s001_g012_0072.T.CW.mat,0.05,10,-0.725,72
g012\a001_s001_g012_0073.T.CW.mat,0.05,10,-0.725,73
g012\a001_s001_g012_0074.T.CW.mat,0.05,10,-0.725,74
g012\a001_s001_g012_0075.T.CW.mat,0.05,10,-0.725,75
g012\a001_s001_g012_0076.T.CW.mat,0.05,10,-0.725,76
g012\a001_s001_g012_0077.T.CW.mat,0.05,10,-0.725,77
g012\a001_s001_g012_0078.T.CW.mat,0.05,10,-0.725,78
g012\a001_s001_g012_0079.T.CW.mat,0.05,10,-0.725,79
g012\a001_s001_g012_0080.T.CW.mat,0.05,10,-0.725,80
g012\a001_s001_g012_0081.T.CW.mat,0.05,10,-0.725,81
g012\a001_s001_g012_0082.T.CW.mat,0.05,10,-0.725,82
g012\a001_s001_g012_0083.T.CW.mat,0.05,10,-0.725,83
g012\a001_s001_g012_0084.T.CW.mat,0.05,10,-0.725,84
g012\a001_s001_g012_0085.T.CW.mat,0.05,10,-0.725,85
g012\a001_s001_g012_0086.T.CW.mat,0.05,10,-0.725,86
g012\a001_s001_g012_0087.T.CW.mat,0.05,10,-0.725,87
g012\a001_s001_g012_0088.T.CW.mat,0.05,10,-0.725,88
g012\a001_s001_g012_0089.T.CW.mat,0.05,10,-0.725,89
g012\a001_s001_g012_0090.T.CW.mat,0.05,10,-0.725,90
g012\a001_s001_g012_0091.T.CW.mat,0.05,10,-0.725,91
g012\a001_s001_g012_0092.T.CW.mat,0.05,10,-0.725,92
g012\a001_s001_g012_0093.T.CW.mat,0.05,10,-0.725,93
g012\a001_s001_g012_0094.T.CW.mat,0.05,10,-0.725,94
g012\a001_s001_g012_0095.T.CW.mat,0.05,10,-0.725,95
g012\a001_s001_g012_0096.T.CW.mat,0.05,10,-0.725,96
g012\a001_s001_g012_0097.T.CW.mat,0.05,10,-0.725,97
g012\a001_s001_g012_0098.T.CW.mat,0.05,10,-0.725,98
g012\a001_s001_g012_0099.T.CW.mat,0.05,10,-0.725,99
g012\a001_s001_g012_0100.T.CW.mat,0.05,10,-0.725,100
g013\a001_s001_g013_0071.T.CW.mat,0.05,10,-0.7,71
g013\a001_s001_g013_0072.T.CW.mat,0.05,10,-0.7,72
g013\a001_s001_g013_0073.T.CW.mat,0.05,10,-0.7,73
g013\a001_s001_g013_0074.T.CW.mat,0.05,10,-0.7,74
g013\a001_s001_g013_0075.T.CW.mat,0.05,10,-0.7,75
g013\a001_s001_g013_0076.T.CW.mat,0.05,10,-0.7,76
g013\a001_s001_g013_0077.T.CW.mat,0.05,10,-0.7,77
g013\a001_s001_g013_0078.T.CW.mat,0.05,10,-0.7,78
g013\a001_s001_g013_0079.T.CW.mat,0.05,10,-0.7,79
g013\a001_s001_g013_0080.T.CW.mat,0.05,10,-0.7,80
g013\a001_s001_g013_0081.T.CW.mat,0.05,10,-0.7,81
g013\a001_s001_g013_0082.T.CW.mat,0.05,10,-0.7,82
g013\a001_s001_g013_0083.T.CW.mat,0.05,10,-0.7,83
g013\a001_s001_g013_0084.T.CW.mat,0.05,10,-0.7,84
g013\a001_s001_g013_0085.T.CW.mat,0.05,10,-0.7,85
g013\a001_s001_g013_0086.T.CW.mat,0.05,10,-0.7,86
g013\a001_s001_g013_0087.T.CW.mat,0.05,10,-0.7,87
g013\a001_s001_g013_0088.T.CW.mat,0.05,10,-0.7,88
g013\a001_s001_g013_0089.T.CW.mat,0.05,10,-0.7,89
g013\a001_s001_g013_0090.T.CW.mat,0.05,10,-0.7,90
g013\a001_s001_g013_0091.T.CW.mat,0.05,10,-0.7,91
g013\a001_s001_g013_0092.T.CW.mat,0.05,10,-0.7,92
g013\a001_s001_g013_0093.T.CW.mat,0.05,10,-0.7,93
g013\a001_s001_g013_0094.T.CW.mat,0.05,10,-0.7,94
g013\a001_s001_g013_0095.T.CW.mat,0.05,10,-0.7,95
g013\a001_s001_g013_0096.T.CW.mat,0.05,10,-0.7,96
g013\a001_s001_g013_0097.T.CW.mat,0.05,10,-0.7,97
g013\a001_s001_g013_0098.T.CW.mat,0.05,10,-0.7,98
g013\a001_s001_g013_0099.T.CW.mat,0.05,10,-0.7,99
