image,ua,us,g,photonPosNum
a01_s03_g004\a001_s003_g004_0016.T.CW.mat,0.001,0.1,-0.7,11642
a01_s03_g004\a001_s003_g004_0017.T.CW.mat,0.001,0.1,-0.7,11682
a01_s03_g004\a001_s003_g004_0018.T.CW.mat,0.001,0.1,-0.7,11835
a01_s03_g004\a001_s003_g004_0019.T.CW.mat,0.001,0.1,-0.7,11649
a01_s03_g004\a001_s003_g004_0020.T.CW.mat,0.001,0.1,-0.7,11654
a01_s03_g004\a001_s003_g004_0021.T.CW.mat,0.001,0.1,-0.7,11775
a01_s03_g004\a001_s003_g004_0022.T.CW.mat,0.001,0.1,-0.7,11697
a01_s03_g004\a001_s003_g004_0023.T.CW.mat,0.001,0.1,-0.7,11561
a01_s03_g004\a001_s003_g004_0024.T.CW.mat,0.001,0.1,-0.7,11744
a01_s03_g004\a001_s003_g004_0025.T.CW.mat,0.001,0.1,-0.7,11716
a01_s03_g004\a001_s003_g004_0026.T.CW.mat,0.001,0.1,-0.7,11748
a01_s03_g004\a001_s003_g004_0027.T.CW.mat,0.001,0.1,-0.7,11647
a01_s03_g004\a001_s003_g004_0028.T.CW.mat,0.001,0.1,-0.7,11678
a01_s03_g004\a001_s003_g004_0029.T.CW.mat,0.001,0.1,-0.7,11845
a01_s03_g004\a001_s003_g004_0030.T.CW.mat,0.001,0.1,-0.7,11616
a01_s03_g004\a001_s003_g004_0031.T.CW.mat,0.001,0.1,-0.7,11763
a01_s03_g004\a001_s003_g004_0032.T.CW.mat,0.001,0.1,-0.7,11792
a01_s03_g004\a001_s003_g004_0033.T.CW.mat,0.001,0.1,-0.7,11674
a01_s03_g004\a001_s003_g004_0034.T.CW.mat,0.001,0.1,-0.7,11706
a01_s03_g004\a001_s003_g004_0035.T.CW.mat,0.001,0.1,-0.7,11652
a01_s03_g004\a001_s003_g004_0036.T.CW.mat,0.001,0.1,-0.7,11670
a01_s03_g004\a001_s003_g004_0037.T.CW.mat,0.001,0.1,-0.7,11783
a01_s03_g004\a001_s003_g004_0038.T.CW.mat,0.001,0.1,-0.7,11623
a01_s03_g004\a001_s003_g004_0039.T.CW.mat,0.001,0.1,-0.7,11785
a01_s03_g004\a001_s003_g004_0040.T.CW.mat,0.001,0.1,-0.7,11618
a01_s03_g005\a001_s003_g005_0001.T.CW.mat,0.001,0.1,-0.6,13042
a01_s03_g005\a001_s003_g005_0002.T.CW.mat,0.001,0.1,-0.6,12987
a01_s03_g005\a001_s003_g005_0003.T.CW.mat,0.001,0.1,-0.6,13007
a01_s03_g005\a001_s003_g005_0004.T.CW.mat,0.001,0.1,-0.6,12978
a01_s03_g005\a001_s003_g005_0005.T.CW.mat,0.001,0.1,-0.6,13179
a01_s03_g005\a001_s003_g005_0006.T.CW.mat,0.001,0.1,-0.6,13160
a01_s03_g005\a001_s003_g005_0007.T.CW.mat,0.001,0.1,-0.6,13119
a01_s03_g005\a001_s003_g005_0008.T.CW.mat,0.001,0.1,-0.6,13082
a01_s03_g005\a001_s003_g005_0009.T.CW.mat,0.001,0.1,-0.6,13022
a01_s03_g005\a001_s003_g005_0010.T.CW.mat,0.001,0.1,-0.6,13058
a01_s03_g005\a001_s003_g005_0011.T.CW.mat,0.001,0.1,-0.6,12955
a01_s03_g005\a001_s003_g005_0012.T.CW.mat,0.001,0.1,-0.6,12977
a01_s03_g005\a001_s003_g005_0013.T.CW.mat,0.001,0.1,-0.6,12966
a01_s03_g005\a001_s003_g005_0014.T.CW.mat,0.001,0.1,-0.6,13156
a01_s03_g005\a001_s003_g005_0015.T.CW.mat,0.001,0.1,-0.6,13046
a01_s03_g005\a001_s003_g005_0016.T.CW.mat,0.001,0.1,-0.6,13101
a01_s03_g005\a001_s003_g005_0017.T.CW.mat,0.001,0.1,-0.6,13067
a01_s03_g005\a001_s003_g005_0018.T.CW.mat,0.001,0.1,-0.6,13116
a01_s03_g005\a001_s003_g005_0019.T.CW.mat,0.001,0.1,-0.6,12968
a01_s03_g005\a001_s003_g005_0020.T.CW.mat,0.001,0.1,-0.6,13007
a01_s03_g005\a001_s003_g005_0021.T.CW.mat,0.001,0.1,-0.6,12958
a01_s03_g005\a001_s003_g005_0022.T.CW.mat,0.001,0.1,-0.6,12982
a01_s03_g005\a001_s003_g005_0023.T.CW.mat,0.001,0.1,-0.6,13092
a01_s03_g005\a001_s003_g005_0024.T.CW.mat,0.001,0.1,-0.6,13160
a01_s03_g005\a001_s003_g005_0025.T.CW.mat,0.001,0.1,-0.6,13170
a01_s03_g005\a001_s003_g005_0026.T.CW.mat,0.001,0.1,-0.6,12974
a01_s03_g005\a001_s003_g005_0027.T.CW.mat,0.001,0.1,-0.6,13078
a01_s03_g005\a001_s003_g005_0028.T.CW.mat,0.001,0.1,-0.6,13064
a01_s03_g005\a001_s003_g005_0029.T.CW.mat,0.001,0.1,-0.6,12983
a01_s03_g005\a001_s003_g005_0030.T.CW.mat,0.001,0.1,-0.6,13047
a01_s03_g005\a001_s003_g005_0031.T.CW.mat,0.001,0.1,-0.6,12974
a01_s03_g005\a001_s003_g005_0032.T.CW.mat,0.001,0.1,-0.6,13003
a01_s03_g005\a001_s003_g005_0033.T.CW.mat,0.001,0.1,-0.6,13135
a01_s03_g005\a001_s003_g005_0034.T.CW.mat,0.001,0.1,-0.6,13137
a01_s03_g005\a001_s003_g005_0035.T.CW.mat,0.001,0.1,-0.6,12936
a01_s03_g005\a001_s003_g005_0036.T.CW.mat,0.001,0.1,-0.6,12972
a01_s03_g005\a001_s003_g005_0037.T.CW.mat,0.001,0.1,-0.6,13087
a01_s03_g005\a001_s003_g005_0038.T.CW.mat,0.001,0.1,-0.6,13151
a01_s03_g005\a001_s003_g005_0039.T.CW.mat,0.001,0.1,-0.6,12995
a01_s03_g005\a001_s003_g005_0040.T.CW.mat,0.001,0.1,-0.6,13080
a01_s03_g006\a001_s003_g006_0001.T.CW.mat,0.001,0.1,-0.5,13951
a01_s03_g006\a001_s003_g006_0002.T.CW.mat,0.001,0.1,-0.5,13778
a01_s03_g006\a001_s003_g006_0003.T.CW.mat,0.001,0.1,-0.5,13912
a01_s03_g006\a001_s003_g006_0004.T.CW.mat,0.001,0.1,-0.5,13993
a01_s03_g006\a001_s003_g006_0005.T.CW.mat,0.001,0.1,-0.5,13868
a01_s03_g006\a001_s003_g006_0006.T.CW.mat,0.001,0.1,-0.5,13820
a01_s03_g006\a001_s003_g006_0007.T.CW.mat,0.001,0.1,-0.5,13840
a01_s03_g006\a001_s003_g006_0008.T.CW.mat,0.001,0.1,-0.5,13797
a01_s03_g006\a001_s003_g006_0009.T.CW.mat,0.001,0.1,-0.5,13842
a01_s03_g006\a001_s003_g006_0010.T.CW.mat,0.001,0.1,-0.5,13886
a01_s03_g006\a001_s003_g006_0011.T.CW.mat,0.001,0.1,-0.5,13858
a01_s03_g006\a001_s003_g006_0012.T.CW.mat,0.001,0.1,-0.5,13832
a01_s03_g006\a001_s003_g006_0013.T.CW.mat,0.001,0.1,-0.5,13922
a01_s03_g006\a001_s003_g006_0014.T.CW.mat,0.001,0.1,-0.5,13679
a01_s03_g006\a001_s003_g006_0015.T.CW.mat,0.001,0.1,-0.5,13859
a01_s03_g006\a001_s003_g006_0016.T.CW.mat,0.001,0.1,-0.5,13821
a01_s03_g006\a001_s003_g006_0017.T.CW.mat,0.001,0.1,-0.5,14025
a01_s03_g006\a001_s003_g006_0018.T.CW.mat,0.001,0.1,-0.5,13980
a01_s03_g006\a001_s003_g006_0019.T.CW.mat,0.001,0.1,-0.5,13757
a01_s03_g006\a001_s003_g006_0020.T.CW.mat,0.001,0.1,-0.5,13767
a01_s03_g006\a001_s003_g006_0021.T.CW.mat,0.001,0.1,-0.5,13725
a01_s03_g006\a001_s003_g006_0022.T.CW.mat,0.001,0.1,-0.5,13967
a01_s03_g006\a001_s003_g006_0023.T.CW.mat,0.001,0.1,-0.5,13809
a01_s03_g006\a001_s003_g006_0024.T.CW.mat,0.001,0.1,-0.5,13930
a01_s03_g006\a001_s003_g006_0025.T.CW.mat,0.001,0.1,-0.5,13771
a01_s03_g006\a001_s003_g006_0026.T.CW.mat,0.001,0.1,-0.5,13938
a01_s03_g006\a001_s003_g006_0027.T.CW.mat,0.001,0.1,-0.5,13905
a01_s03_g006\a001_s003_g006_0028.T.CW.mat,0.001,0.1,-0.5,13904
a01_s03_g006\a001_s003_g006_0029.T.CW.mat,0.001,0.1,-0.5,13849
a01_s03_g006\a001_s003_g006_0030.T.CW.mat,0.001,0.1,-0.5,13911
a01_s03_g006\a001_s003_g006_0031.T.CW.mat,0.001,0.1,-0.5,13756
a01_s03_g006\a001_s003_g006_0032.T.CW.mat,0.001,0.1,-0.5,13826
a01_s03_g006\a001_s003_g006_0033.T.CW.mat,0.001,0.1,-0.5,13894
a01_s03_g006\a001_s003_g006_0034.T.CW.mat,0.001,0.1,-0.5,13875
a01_s03_g006\a001_s003_g006_0035.T.CW.mat,0.001,0.1,-0.5,13848
a01_s03_g006\a001_s003_g006_0036.T.CW.mat,0.001,0.1,-0.5,13813
a01_s03_g006\a001_s003_g006_0037.T.CW.mat,0.001,0.1,-0.5,13749
a01_s03_g006\a001_s003_g006_0038.T.CW.mat,0.001,0.1,-0.5,13782
a01_s03_g006\a001_s003_g006_0039.T.CW.mat,0.001,0.1,-0.5,13942
a01_s03_g006\a001_s003_g006_0040.T.CW.mat,0.001,0.1,-0.5,13729
a01_s03_g007\a001_s003_g007_0001.T.CW.mat,0.001,0.1,-0.4,14230
a01_s03_g007\a001_s003_g007_0002.T.CW.mat,0.001,0.1,-0.4,14159
a01_s03_g007\a001_s003_g007_0003.T.CW.mat,0.001,0.1,-0.4,14037
a01_s03_g007\a001_s003_g007_0004.T.CW.mat,0.001,0.1,-0.4,14123
a01_s03_g007\a001_s003_g007_0005.T.CW.mat,0.001,0.1,-0.4,14095
a01_s03_g007\a001_s003_g007_0006.T.CW.mat,0.001,0.1,-0.4,14010
a01_s03_g007\a001_s003_g007_0007.T.CW.mat,0.001,0.1,-0.4,14169
a01_s03_g007\a001_s003_g007_0008.T.CW.mat,0.001,0.1,-0.4,14201
a01_s03_g007\a001_s003_g007_0009.T.CW.mat,0.001,0.1,-0.4,14119
a01_s03_g007\a001_s003_g007_0010.T.CW.mat,0.001,0.1,-0.4,14155
a01_s03_g007\a001_s003_g007_0011.T.CW.mat,0.001,0.1,-0.4,14186
a01_s03_g007\a001_s003_g007_0012.T.CW.mat,0.001,0.1,-0.4,14186
a01_s03_g007\a001_s003_g007_0013.T.CW.mat,0.001,0.1,-0.4,14235
a01_s03_g007\a001_s003_g007_0014.T.CW.mat,0.001,0.1,-0.4,14300
a01_s03_g007\a001_s003_g007_0015.T.CW.mat,0.001,0.1,-0.4,14292
a01_s03_g007\a001_s003_g007_0016.T.CW.mat,0.001,0.1,-0.4,14155
a01_s03_g007\a001_s003_g007_0017.T.CW.mat,0.001,0.1,-0.4,14177
a01_s03_g007\a001_s003_g007_0018.T.CW.mat,0.001,0.1,-0.4,14186
a01_s03_g007\a001_s003_g007_0019.T.CW.mat,0.001,0.1,-0.4,14181
a01_s03_g007\a001_s003_g007_0020.T.CW.mat,0.001,0.1,-0.4,14225
a01_s03_g007\a001_s003_g007_0021.T.CW.mat,0.001,0.1,-0.4,14338
a01_s03_g007\a001_s003_g007_0022.T.CW.mat,0.001,0.1,-0.4,14155
a01_s03_g007\a001_s003_g007_0023.T.CW.mat,0.001,0.1,-0.4,14195
a01_s03_g007\a001_s003_g007_0024.T.CW.mat,0.001,0.1,-0.4,14023
a01_s03_g007\a001_s003_g007_0025.T.CW.mat,0.001,0.1,-0.4,14188
a01_s03_g007\a001_s003_g007_0026.T.CW.mat,0.001,0.1,-0.4,14256
a01_s03_g007\a001_s003_g007_0027.T.CW.mat,0.001,0.1,-0.4,14308
a01_s03_g007\a001_s003_g007_0028.T.CW.mat,0.001,0.1,-0.4,14173
a01_s03_g007\a001_s003_g007_0029.T.CW.mat,0.001,0.1,-0.4,14263
a01_s03_g007\a001_s003_g007_0030.T.CW.mat,0.001,0.1,-0.4,14395
a01_s03_g007\a001_s003_g007_0031.T.CW.mat,0.001,0.1,-0.4,14251
a01_s03_g007\a001_s003_g007_0032.T.CW.mat,0.001,0.1,-0.4,14305
a01_s03_g007\a001_s003_g007_0033.T.CW.mat,0.001,0.1,-0.4,14270
a01_s03_g007\a001_s003_g007_0034.T.CW.mat,0.001,0.1,-0.4,14089
a01_s03_g007\a001_s003_g007_0035.T.CW.mat,0.001,0.1,-0.4,14313
a01_s03_g007\a001_s003_g007_0036.T.CW.mat,0.001,0.1,-0.4,14233
a01_s03_g007\a001_s003_g007_0037.T.CW.mat,0.001,0.1,-0.4,14271
a01_s03_g007\a001_s003_g007_0038.T.CW.mat,0.001,0.1,-0.4,14176
a01_s03_g007\a001_s003_g007_0039.T.CW.mat,0.001,0.1,-0.4,14260
a01_s03_g007\a001_s003_g007_0040.T.CW.mat,0.001,0.1,-0.4,14307
a01_s03_g008\a001_s003_g008_0001.T.CW.mat,0.001,0.1,-0.3,14102
a01_s03_g008\a001_s003_g008_0002.T.CW.mat,0.001,0.1,-0.3,14196
a01_s03_g008\a001_s003_g008_0003.T.CW.mat,0.001,0.1,-0.3,14268
a01_s03_g008\a001_s003_g008_0004.T.CW.mat,0.001,0.1,-0.3,14156
a01_s03_g008\a001_s003_g008_0005.T.CW.mat,0.001,0.1,-0.3,14038
a01_s03_g008\a001_s003_g008_0006.T.CW.mat,0.001,0.1,-0.3,14240
a01_s03_g008\a001_s003_g008_0007.T.CW.mat,0.001,0.1,-0.3,14201
a01_s03_g008\a001_s003_g008_0008.T.CW.mat,0.001,0.1,-0.3,14283
a01_s03_g008\a001_s003_g008_0009.T.CW.mat,0.001,0.1,-0.3,14213
a01_s03_g008\a001_s003_g008_0010.T.CW.mat,0.001,0.1,-0.3,14155
a01_s03_g008\a001_s003_g008_0011.T.CW.mat,0.001,0.1,-0.3,14067
a01_s03_g008\a001_s003_g008_0012.T.CW.mat,0.001,0.1,-0.3,14156
a01_s03_g008\a001_s003_g008_0013.T.CW.mat,0.001,0.1,-0.3,14204
a01_s03_g008\a001_s003_g008_0014.T.CW.mat,0.001,0.1,-0.3,14139
a01_s03_g008\a001_s003_g008_0015.T.CW.mat,0.001,0.1,-0.3,14188
a01_s03_g008\a001_s003_g008_0016.T.CW.mat,0.001,0.1,-0.3,14164
a01_s03_g008\a001_s003_g008_0017.T.CW.mat,0.001,0.1,-0.3,14377
a01_s03_g008\a001_s003_g008_0018.T.CW.mat,0.001,0.1,-0.3,14144
a01_s03_g008\a001_s003_g008_0019.T.CW.mat,0.001,0.1,-0.3,14125
a01_s03_g008\a001_s003_g008_0020.T.CW.mat,0.001,0.1,-0.3,14135
a01_s03_g008\a001_s003_g008_0021.T.CW.mat,0.001,0.1,-0.3,13974
a01_s03_g008\a001_s003_g008_0022.T.CW.mat,0.001,0.1,-0.3,14109
a01_s03_g008\a001_s003_g008_0023.T.CW.mat,0.001,0.1,-0.3,14195
a01_s03_g008\a001_s003_g008_0024.T.CW.mat,0.001,0.1,-0.3,14005
a01_s03_g008\a001_s003_g008_0025.T.CW.mat,0.001,0.1,-0.3,14127
a01_s03_g008\a001_s003_g008_0026.T.CW.mat,0.001,0.1,-0.3,14022
a01_s03_g008\a001_s003_g008_0027.T.CW.mat,0.001,0.1,-0.3,13964
a01_s03_g008\a001_s003_g008_0028.T.CW.mat,0.001,0.1,-0.3,14117
a01_s03_g008\a001_s003_g008_0029.T.CW.mat,0.001,0.1,-0.3,14013
a01_s03_g008\a001_s003_g008_0030.T.CW.mat,0.001,0.1,-0.3,14056
a01_s03_g008\a001_s003_g008_0031.T.CW.mat,0.001,0.1,-0.3,14086
a01_s03_g008\a001_s003_g008_0032.T.CW.mat,0.001,0.1,-0.3,14185
a01_s03_g008\a001_s003_g008_0033.T.CW.mat,0.001,0.1,-0.3,14148
a01_s03_g008\a001_s003_g008_0034.T.CW.mat,0.001,0.1,-0.3,14152
a01_s03_g008\a001_s003_g008_0035.T.CW.mat,0.001,0.1,-0.3,14212
a01_s03_g008\a001_s003_g008_0036.T.CW.mat,0.001,0.1,-0.3,14298
a01_s03_g008\a001_s003_g008_0037.T.CW.mat,0.001,0.1,-0.3,14232
a01_s03_g008\a001_s003_g008_0038.T.CW.mat,0.001,0.1,-0.3,14155
a01_s03_g008\a001_s003_g008_0039.T.CW.mat,0.001,0.1,-0.3,14226
a01_s03_g008\a001_s003_g008_0040.T.CW.mat,0.001,0.1,-0.3,14263
a01_s03_g009\a001_s003_g009_0001.T.CW.mat,0.001,0.1,-0.2,13892
a01_s03_g009\a001_s003_g009_0002.T.CW.mat,0.001,0.1,-0.2,13908
a01_s03_g009\a001_s003_g009_0003.T.CW.mat,0.001,0.1,-0.2,13946
a01_s03_g009\a001_s003_g009_0004.T.CW.mat,0.001,0.1,-0.2,13806
a01_s03_g009\a001_s003_g009_0005.T.CW.mat,0.001,0.1,-0.2,13898
a01_s03_g009\a001_s003_g009_0006.T.CW.mat,0.001,0.1,-0.2,13776
a01_s03_g009\a001_s003_g009_0007.T.CW.mat,0.001,0.1,-0.2,13718
a01_s03_g009\a001_s003_g009_0008.T.CW.mat,0.001,0.1,-0.2,13792
a01_s03_g009\a001_s003_g009_0009.T.CW.mat,0.001,0.1,-0.2,13871
a01_s03_g009\a001_s003_g009_0010.T.CW.mat,0.001,0.1,-0.2,13872
a01_s03_g009\a001_s003_g009_0011.T.CW.mat,0.001,0.1,-0.2,13777
a01_s03_g009\a001_s003_g009_0012.T.CW.mat,0.001,0.1,-0.2,13720
a01_s03_g009\a001_s003_g009_0013.T.CW.mat,0.001,0.1,-0.2,14080
a01_s03_g009\a001_s003_g009_0014.T.CW.mat,0.001,0.1,-0.2,13770
a01_s03_g009\a001_s003_g009_0015.T.CW.mat,0.001,0.1,-0.2,13848
a01_s03_g009\a001_s003_g009_0016.T.CW.mat,0.001,0.1,-0.2,13892
a01_s03_g009\a001_s003_g009_0017.T.CW.mat,0.001,0.1,-0.2,13975
a01_s03_g009\a001_s003_g009_0018.T.CW.mat,0.001,0.1,-0.2,13904
a01_s03_g009\a001_s003_g009_0019.T.CW.mat,0.001,0.1,-0.2,13971
a01_s03_g009\a001_s003_g009_0020.T.CW.mat,0.001,0.1,-0.2,13911
a01_s03_g009\a001_s003_g009_0021.T.CW.mat,0.001,0.1,-0.2,14050
a01_s03_g009\a001_s003_g009_0022.T.CW.mat,0.001,0.1,-0.2,13907
a01_s03_g009\a001_s003_g009_0023.T.CW.mat,0.001,0.1,-0.2,13834
a01_s03_g009\a001_s003_g009_0024.T.CW.mat,0.001,0.1,-0.2,13827
a01_s03_g009\a001_s003_g009_0025.T.CW.mat,0.001,0.1,-0.2,13844
a01_s03_g009\a001_s003_g009_0026.T.CW.mat,0.001,0.1,-0.2,13905
a01_s03_g009\a001_s003_g009_0027.T.CW.mat,0.001,0.1,-0.2,13893
a01_s03_g009\a001_s003_g009_0028.T.CW.mat,0.001,0.1,-0.2,13916
a01_s03_g009\a001_s003_g009_0029.T.CW.mat,0.001,0.1,-0.2,13920
a01_s03_g009\a001_s003_g009_0030.T.CW.mat,0.001,0.1,-0.2,13960
