image,ua,us,g,photonPosNum
a01_s03_g020\a001_s003_g020_0005.T.CW.mat,0.02,0.3,0.95,3412
a01_s03_g020\a001_s003_g020_0006.T.CW.mat,0.02,0.3,0.95,3296
a01_s03_g020\a001_s003_g020_0007.T.CW.mat,0.02,0.3,0.95,3364
a01_s03_g020\a001_s003_g020_0008.T.CW.mat,0.02,0.3,0.95,3331
a01_s03_g020\a001_s003_g020_0009.T.CW.mat,0.02,0.3,0.95,3362
a01_s03_g020\a001_s003_g020_0010.T.CW.mat,0.02,0.3,0.95,3382
a01_s04_g011\a001_s004_g011_0001.T.CW.mat,0.02,0.8,0.0499999999999999,91890
a01_s04_g011\a001_s004_g011_0002.T.CW.mat,0.02,0.8,0.0499999999999999,91651
a01_s04_g011\a001_s004_g011_0003.T.CW.mat,0.02,0.8,0.0499999999999999,92013
a01_s04_g011\a001_s004_g011_0004.T.CW.mat,0.02,0.8,0.0499999999999999,91840
a01_s04_g011\a001_s004_g011_0005.T.CW.mat,0.02,0.8,0.0499999999999999,91971
a01_s04_g011\a001_s004_g011_0006.T.CW.mat,0.02,0.8,0.0499999999999999,91865
a01_s04_g011\a001_s004_g011_0007.T.CW.mat,0.02,0.8,0.0499999999999999,91899
a01_s04_g011\a001_s004_g011_0008.T.CW.mat,0.02,0.8,0.0499999999999999,91852
a01_s04_g011\a001_s004_g011_0009.T.CW.mat,0.02,0.8,0.0499999999999999,91631
a01_s04_g011\a001_s004_g011_0010.T.CW.mat,0.02,0.8,0.0499999999999999,91959
a01_s04_g012\a001_s004_g012_0001.T.CW.mat,0.02,0.8,0.15,91030
a01_s04_g012\a001_s004_g012_0002.T.CW.mat,0.02,0.8,0.15,90892
a01_s04_g012\a001_s004_g012_0003.T.CW.mat,0.02,0.8,0.15,90670
a01_s04_g012\a001_s004_g012_0004.T.CW.mat,0.02,0.8,0.15,90846
a01_s04_g012\a001_s004_g012_0005.T.CW.mat,0.02,0.8,0.15,90938
a01_s04_g012\a001_s004_g012_0006.T.CW.mat,0.02,0.8,0.15,90825
a01_s04_g012\a001_s004_g012_0007.T.CW.mat,0.02,0.8,0.15,90710
a01_s04_g012\a001_s004_g012_0008.T.CW.mat,0.02,0.8,0.15,91063
a01_s04_g012\a001_s004_g012_0009.T.CW.mat,0.02,0.8,0.15,91037
a01_s04_g012\a001_s004_g012_0010.T.CW.mat,0.02,0.8,0.15,90902
a01_s04_g013\a001_s004_g013_0001.T.CW.mat,0.02,0.8,0.25,88027
a01_s04_g013\a001_s004_g013_0002.T.CW.mat,0.02,0.8,0.25,88055
a01_s04_g013\a001_s004_g013_0003.T.CW.mat,0.02,0.8,0.25,88342
a01_s04_g013\a001_s004_g013_0004.T.CW.mat,0.02,0.8,0.25,88046
a01_s04_g013\a001_s004_g013_0005.T.CW.mat,0.02,0.8,0.25,87782
a01_s04_g013\a001_s004_g013_0006.T.CW.mat,0.02,0.8,0.25,88220
a01_s04_g013\a001_s004_g013_0007.T.CW.mat,0.02,0.8,0.25,88312
a01_s04_g013\a001_s004_g013_0008.T.CW.mat,0.02,0.8,0.25,88506
a01_s04_g013\a001_s004_g013_0009.T.CW.mat,0.02,0.8,0.25,88053
a01_s04_g013\a001_s004_g013_0010.T.CW.mat,0.02,0.8,0.25,88455
a01_s04_g014\a001_s004_g014_0001.T.CW.mat,0.02,0.8,0.35,83763
a01_s04_g014\a001_s004_g014_0002.T.CW.mat,0.02,0.8,0.35,83653
a01_s04_g014\a001_s004_g014_0003.T.CW.mat,0.02,0.8,0.35,83297
a01_s04_g014\a001_s004_g014_0004.T.CW.mat,0.02,0.8,0.35,83515
a01_s04_g014\a001_s004_g014_0005.T.CW.mat,0.02,0.8,0.35,83266
a01_s04_g014\a001_s004_g014_0006.T.CW.mat,0.02,0.8,0.35,83394
a01_s04_g014\a001_s004_g014_0007.T.CW.mat,0.02,0.8,0.35,83562
a01_s04_g014\a001_s004_g014_0008.T.CW.mat,0.02,0.8,0.35,83414
a01_s04_g014\a001_s004_g014_0009.T.CW.mat,0.02,0.8,0.35,82998
a01_s04_g014\a001_s004_g014_0010.T.CW.mat,0.02,0.8,0.35,83205
a01_s04_g015\a001_s004_g015_0001.T.CW.mat,0.02,0.8,0.45,75986
a01_s04_g015\a001_s004_g015_0002.T.CW.mat,0.02,0.8,0.45,76301
a01_s04_g015\a001_s004_g015_0003.T.CW.mat,0.02,0.8,0.45,76617
a01_s04_g015\a001_s004_g015_0004.T.CW.mat,0.02,0.8,0.45,76171
a01_s04_g015\a001_s004_g015_0005.T.CW.mat,0.02,0.8,0.45,76480
a01_s04_g015\a001_s004_g015_0006.T.CW.mat,0.02,0.8,0.45,76196
a01_s04_g015\a001_s004_g015_0007.T.CW.mat,0.02,0.8,0.45,76297
a01_s04_g015\a001_s004_g015_0008.T.CW.mat,0.02,0.8,0.45,76422
a01_s04_g015\a001_s004_g015_0009.T.CW.mat,0.02,0.8,0.45,75936
a01_s04_g015\a001_s004_g015_0010.T.CW.mat,0.02,0.8,0.45,76012
a01_s04_g016\a001_s004_g016_0001.T.CW.mat,0.02,0.8,0.55,66053
a01_s04_g016\a001_s004_g016_0002.T.CW.mat,0.02,0.8,0.55,66496
a01_s04_g016\a001_s004_g016_0003.T.CW.mat,0.02,0.8,0.55,66383
a01_s04_g016\a001_s004_g016_0004.T.CW.mat,0.02,0.8,0.55,66554
a01_s04_g016\a001_s004_g016_0005.T.CW.mat,0.02,0.8,0.55,66506
a01_s04_g016\a001_s004_g016_0006.T.CW.mat,0.02,0.8,0.55,66290
a01_s04_g016\a001_s004_g016_0007.T.CW.mat,0.02,0.8,0.55,66350
a01_s04_g016\a001_s004_g016_0008.T.CW.mat,0.02,0.8,0.55,66317
a01_s04_g016\a001_s004_g016_0009.T.CW.mat,0.02,0.8,0.55,66402
a01_s04_g016\a001_s004_g016_0010.T.CW.mat,0.02,0.8,0.55,66497
a01_s04_g017\a001_s004_g017_0001.T.CW.mat,0.02,0.8,0.65,53423
a01_s04_g017\a001_s004_g017_0002.T.CW.mat,0.02,0.8,0.65,53513
a01_s04_g017\a001_s004_g017_0003.T.CW.mat,0.02,0.8,0.65,53810
a01_s04_g017\a001_s004_g017_0004.T.CW.mat,0.02,0.8,0.65,53659
a01_s04_g017\a001_s004_g017_0005.T.CW.mat,0.02,0.8,0.65,53709
a01_s04_g017\a001_s004_g017_0006.T.CW.mat,0.02,0.8,0.65,53522
a01_s04_g017\a001_s004_g017_0007.T.CW.mat,0.02,0.8,0.65,53371
a01_s04_g017\a001_s004_g017_0008.T.CW.mat,0.02,0.8,0.65,53287
a01_s04_g017\a001_s004_g017_0009.T.CW.mat,0.02,0.8,0.65,53535
a01_s04_g017\a001_s004_g017_0010.T.CW.mat,0.02,0.8,0.65,53824
a01_s04_g018\a001_s004_g018_0001.T.CW.mat,0.02,0.8,0.75,38501
a01_s04_g018\a001_s004_g018_0002.T.CW.mat,0.02,0.8,0.75,38566
a01_s04_g018\a001_s004_g018_0003.T.CW.mat,0.02,0.8,0.75,38637
a01_s04_g018\a001_s004_g018_0004.T.CW.mat,0.02,0.8,0.75,38524
a01_s04_g018\a001_s004_g018_0005.T.CW.mat,0.02,0.8,0.75,38715
a01_s04_g018\a001_s004_g018_0006.T.CW.mat,0.02,0.8,0.75,38721
a01_s04_g018\a001_s004_g018_0007.T.CW.mat,0.02,0.8,0.75,38784
a01_s04_g018\a001_s004_g018_0008.T.CW.mat,0.02,0.8,0.75,38759
a01_s04_g018\a001_s004_g018_0009.T.CW.mat,0.02,0.8,0.75,38491
a01_s04_g018\a001_s004_g018_0010.T.CW.mat,0.02,0.8,0.75,38642
a01_s04_g019\a001_s004_g019_0001.T.CW.mat,0.02,0.8,0.85,22607
a01_s04_g019\a001_s004_g019_0002.T.CW.mat,0.02,0.8,0.85,22727
a01_s04_g019\a001_s004_g019_0003.T.CW.mat,0.02,0.8,0.85,22665
a01_s04_g019\a001_s004_g019_0004.T.CW.mat,0.02,0.8,0.85,22784
a01_s04_g019\a001_s004_g019_0005.T.CW.mat,0.02,0.8,0.85,22578
a01_s04_g019\a001_s004_g019_0006.T.CW.mat,0.02,0.8,0.85,22601
a01_s04_g019\a001_s004_g019_0007.T.CW.mat,0.02,0.8,0.85,22491
a01_s04_g019\a001_s004_g019_0008.T.CW.mat,0.02,0.8,0.85,22668
a01_s04_g019\a001_s004_g019_0009.T.CW.mat,0.02,0.8,0.85,22542
a01_s04_g019\a001_s004_g019_0010.T.CW.mat,0.02,0.8,0.85,22812
a01_s04_g020\a001_s004_g020_0001.T.CW.mat,0.02,0.8,0.95,7722
a01_s04_g020\a001_s004_g020_0002.T.CW.mat,0.02,0.8,0.95,7680
a01_s04_g020\a001_s004_g020_0003.T.CW.mat,0.02,0.8,0.95,7755
a01_s04_g020\a001_s004_g020_0004.T.CW.mat,0.02,0.8,0.95,7643
a01_s04_g020\a001_s004_g020_0005.T.CW.mat,0.02,0.8,0.95,7609
a01_s04_g020\a001_s004_g020_0006.T.CW.mat,0.02,0.8,0.95,7674
a01_s04_g020\a001_s004_g020_0007.T.CW.mat,0.02,0.8,0.95,7585
a01_s04_g020\a001_s004_g020_0008.T.CW.mat,0.02,0.8,0.95,7577
a01_s04_g020\a001_s004_g020_0009.T.CW.mat,0.02,0.8,0.95,7625
a01_s04_g020\a001_s004_g020_0010.T.CW.mat,0.02,0.8,0.95,7790
a01_s05_g011\a001_s005_g011_0001.T.CW.mat,0.02,3,0.0499999999999999,95735
a01_s05_g011\a001_s005_g011_0002.T.CW.mat,0.02,3,0.0499999999999999,95902
a01_s05_g011\a001_s005_g011_0003.T.CW.mat,0.02,3,0.0499999999999999,95896
a01_s05_g011\a001_s005_g011_0004.T.CW.mat,0.02,3,0.0499999999999999,96312
a01_s05_g011\a001_s005_g011_0005.T.CW.mat,0.02,3,0.0499999999999999,96146
a01_s05_g011\a001_s005_g011_0006.T.CW.mat,0.02,3,0.0499999999999999,95702
a01_s05_g011\a001_s005_g011_0007.T.CW.mat,0.02,3,0.0499999999999999,96100
a01_s05_g011\a001_s005_g011_0008.T.CW.mat,0.02,3,0.0499999999999999,96029
a01_s05_g011\a001_s005_g011_0009.T.CW.mat,0.02,3,0.0499999999999999,95946
a01_s05_g011\a001_s005_g011_0010.T.CW.mat,0.02,3,0.0499999999999999,95799
a01_s05_g012\a001_s005_g012_0001.T.CW.mat,0.02,3,0.15,99762
a01_s05_g012\a001_s005_g012_0002.T.CW.mat,0.02,3,0.15,99973
a01_s05_g012\a001_s005_g012_0003.T.CW.mat,0.02,3,0.15,99705
a01_s05_g012\a001_s005_g012_0004.T.CW.mat,0.02,3,0.15,100049
a01_s05_g012\a001_s005_g012_0005.T.CW.mat,0.02,3,0.15,100198
a01_s05_g012\a001_s005_g012_0006.T.CW.mat,0.02,3,0.15,100010
a01_s05_g012\a001_s005_g012_0007.T.CW.mat,0.02,3,0.15,99985
a01_s05_g012\a001_s005_g012_0008.T.CW.mat,0.02,3,0.15,100187
a01_s05_g012\a001_s005_g012_0009.T.CW.mat,0.02,3,0.15,99818
a01_s05_g012\a001_s005_g012_0010.T.CW.mat,0.02,3,0.15,99665
a01_s05_g013\a001_s005_g013_0001.T.CW.mat,0.02,3,0.25,104434
a01_s05_g013\a001_s005_g013_0002.T.CW.mat,0.02,3,0.25,103975
a01_s05_g013\a001_s005_g013_0003.T.CW.mat,0.02,3,0.25,103807
a01_s05_g013\a001_s005_g013_0004.T.CW.mat,0.02,3,0.25,104509
a01_s05_g013\a001_s005_g013_0005.T.CW.mat,0.02,3,0.25,104413
a01_s05_g013\a001_s005_g013_0006.T.CW.mat,0.02,3,0.25,103832
a01_s05_g013\a001_s005_g013_0007.T.CW.mat,0.02,3,0.25,104284
a01_s05_g013\a001_s005_g013_0008.T.CW.mat,0.02,3,0.25,104361
a01_s05_g013\a001_s005_g013_0009.T.CW.mat,0.02,3,0.25,104043
a01_s05_g013\a001_s005_g013_0010.T.CW.mat,0.02,3,0.25,104322
a01_s05_g014\a001_s005_g014_0001.T.CW.mat,0.02,3,0.35,108677
a01_s05_g014\a001_s005_g014_0002.T.CW.mat,0.02,3,0.35,108816
a01_s05_g014\a001_s005_g014_0003.T.CW.mat,0.02,3,0.35,108973
a01_s05_g014\a001_s005_g014_0004.T.CW.mat,0.02,3,0.35,108567
a01_s05_g014\a001_s005_g014_0005.T.CW.mat,0.02,3,0.35,108738
a01_s05_g014\a001_s005_g014_0006.T.CW.mat,0.02,3,0.35,108502
a01_s05_g014\a001_s005_g014_0007.T.CW.mat,0.02,3,0.35,108787
a01_s05_g014\a001_s005_g014_0008.T.CW.mat,0.02,3,0.35,108965
a01_s05_g014\a001_s005_g014_0009.T.CW.mat,0.02,3,0.35,108920
a01_s05_g014\a001_s005_g014_0010.T.CW.mat,0.02,3,0.35,108741
a01_s05_g015\a001_s005_g015_0001.T.CW.mat,0.02,3,0.45,112909
a01_s05_g015\a001_s005_g015_0002.T.CW.mat,0.02,3,0.45,113205
a01_s05_g015\a001_s005_g015_0003.T.CW.mat,0.02,3,0.45,113151
a01_s05_g015\a001_s005_g015_0004.T.CW.mat,0.02,3,0.45,112944
a01_s05_g015\a001_s005_g015_0005.T.CW.mat,0.02,3,0.45,112709
a01_s05_g015\a001_s005_g015_0006.T.CW.mat,0.02,3,0.45,113193
a01_s05_g015\a001_s005_g015_0007.T.CW.mat,0.02,3,0.45,112651
a01_s05_g015\a001_s005_g015_0008.T.CW.mat,0.02,3,0.45,113068
a01_s05_g015\a001_s005_g015_0009.T.CW.mat,0.02,3,0.45,113010
a01_s05_g015\a001_s005_g015_0010.T.CW.mat,0.02,3,0.45,112710
a01_s05_g016\a001_s005_g016_0001.T.CW.mat,0.02,3,0.55,116281
a01_s05_g016\a001_s005_g016_0002.T.CW.mat,0.02,3,0.55,116444
a01_s05_g016\a001_s005_g016_0003.T.CW.mat,0.02,3,0.55,116399
a01_s05_g016\a001_s005_g016_0004.T.CW.mat,0.02,3,0.55,116011
a01_s05_g016\a001_s005_g016_0005.T.CW.mat,0.02,3,0.55,116280
a01_s05_g016\a001_s005_g016_0006.T.CW.mat,0.02,3,0.55,116453
a01_s05_g016\a001_s005_g016_0007.T.CW.mat,0.02,3,0.55,115718
a01_s05_g016\a001_s005_g016_0008.T.CW.mat,0.02,3,0.55,116322
a01_s05_g016\a001_s005_g016_0009.T.CW.mat,0.02,3,0.55,116278
a01_s05_g016\a001_s005_g016_0010.T.CW.mat,0.02,3,0.55,116318
a01_s05_g017\a001_s005_g017_0001.T.CW.mat,0.02,3,0.65,116726
a01_s05_g017\a001_s005_g017_0002.T.CW.mat,0.02,3,0.65,116558
a01_s05_g017\a001_s005_g017_0003.T.CW.mat,0.02,3,0.65,116522
a01_s05_g017\a001_s005_g017_0004.T.CW.mat,0.02,3,0.65,116413
a01_s05_g017\a001_s005_g017_0005.T.CW.mat,0.02,3,0.65,116324
a01_s05_g017\a001_s005_g017_0006.T.CW.mat,0.02,3,0.65,116674
a01_s05_g017\a001_s005_g017_0007.T.CW.mat,0.02,3,0.65,116184
a01_s05_g017\a001_s005_g017_0008.T.CW.mat,0.02,3,0.65,116331
a01_s05_g017\a001_s005_g017_0009.T.CW.mat,0.02,3,0.65,116901
a01_s05_g017\a001_s005_g017_0010.T.CW.mat,0.02,3,0.65,116672
a01_s05_g018\a001_s005_g018_0001.T.CW.mat,0.02,3,0.75,108827
a01_s05_g018\a001_s005_g018_0002.T.CW.mat,0.02,3,0.75,109039
a01_s05_g018\a001_s005_g018_0003.T.CW.mat,0.02,3,0.75,109257
a01_s05_g018\a001_s005_g018_0004.T.CW.mat,0.02,3,0.75,109060
a01_s05_g018\a001_s005_g018_0005.T.CW.mat,0.02,3,0.75,109071
a01_s05_g018\a001_s005_g018_0006.T.CW.mat,0.02,3,0.75,108819
a01_s05_g018\a001_s005_g018_0007.T.CW.mat,0.02,3,0.75,108966
a01_s05_g018\a001_s005_g018_0008.T.CW.mat,0.02,3,0.75,109055
a01_s05_g018\a001_s005_g018_0009.T.CW.mat,0.02,3,0.75,109000
a01_s05_g018\a001_s005_g018_0010.T.CW.mat,0.02,3,0.75,109231
a01_s05_g019\a001_s005_g019_0001.T.CW.mat,0.02,3,0.85,82353
a01_s05_g019\a001_s005_g019_0002.T.CW.mat,0.02,3,0.85,82879
a01_s05_g019\a001_s005_g019_0003.T.CW.mat,0.02,3,0.85,82495
a01_s05_g019\a001_s005_g019_0004.T.CW.mat,0.02,3,0.85,82598
a01_s05_g019\a001_s005_g019_0005.T.CW.mat,0.02,3,0.85,82727
a01_s05_g019\a001_s005_g019_0006.T.CW.mat,0.02,3,0.85,82664
a01_s05_g019\a001_s005_g019_0007.T.CW.mat,0.02,3,0.85,82440
a01_s05_g019\a001_s005_g019_0008.T.CW.mat,0.02,3,0.85,82676
a01_s05_g019\a001_s005_g019_0009.T.CW.mat,0.02,3,0.85,82512
a01_s05_g019\a001_s005_g019_0010.T.CW.mat,0.02,3,0.85,82563
a01_s05_g020\a001_s005_g020_0001.T.CW.mat,0.02,3,0.95,28261
a01_s05_g020\a001_s005_g020_0002.T.CW.mat,0.02,3,0.95,28202
a01_s05_g020\a001_s005_g020_0003.T.CW.mat,0.02,3,0.95,28233
a01_s05_g020\a001_s005_g020_0004.T.CW.mat,0.02,3,0.95,28191
a01_s05_g020\a001_s005_g020_0005.T.CW.mat,0.02,3,0.95,28371
a01_s05_g020\a001_s005_g020_0006.T.CW.mat,0.02,3,0.95,28055
a01_s05_g020\a001_s005_g020_0007.T.CW.mat,0.02,3,0.95,28226
a01_s05_g020\a001_s005_g020_0008.T.CW.mat,0.02,3,0.95,28368
a01_s05_g020\a001_s005_g020_0009.T.CW.mat,0.02,3,0.95,28402
a01_s05_g020\a001_s005_g020_0010.T.CW.mat,0.02,3,0.95,28333
a01_s06_g011\a001_s006_g011_0001.T.CW.mat,0.02,6,0.0499999999999999,73099
a01_s06_g011\a001_s006_g011_0002.T.CW.mat,0.02,6,0.0499999999999999,72824
a01_s06_g011\a001_s006_g011_0003.T.CW.mat,0.02,6,0.0499999999999999,72685
a01_s06_g011\a001_s006_g011_0004.T.CW.mat,0.02,6,0.0499999999999999,73280
a01_s06_g011\a001_s006_g011_0005.T.CW.mat,0.02,6,0.0499999999999999,72903
a01_s06_g011\a001_s006_g011_0006.T.CW.mat,0.02,6,0.0499999999999999,72862
a01_s06_g011\a001_s006_g011_0007.T.CW.mat,0.02,6,0.0499999999999999,73226
a01_s06_g011\a001_s006_g011_0008.T.CW.mat,0.02,6,0.0499999999999999,73040
a01_s06_g011\a001_s006_g011_0009.T.CW.mat,0.02,6,0.0499999999999999,73154
a01_s06_g011\a001_s006_g011_0010.T.CW.mat,0.02,6,0.0499999999999999,73151
a01_s06_g012\a001_s006_g012_0001.T.CW.mat,0.02,6,0.15,76798
a01_s06_g012\a001_s006_g012_0002.T.CW.mat,0.02,6,0.15,77010
a01_s06_g012\a001_s006_g012_0003.T.CW.mat,0.02,6,0.15,76858
a01_s06_g012\a001_s006_g012_0004.T.CW.mat,0.02,6,0.15,76679
a01_s06_g012\a001_s006_g012_0005.T.CW.mat,0.02,6,0.15,76871
a01_s06_g012\a001_s006_g012_0006.T.CW.mat,0.02,6,0.15,77085
a01_s06_g012\a001_s006_g012_0007.T.CW.mat,0.02,6,0.15,76764
a01_s06_g012\a001_s006_g012_0008.T.CW.mat,0.02,6,0.15,77148
