image,ua,us,g,photonPosNum
a01_s03_g003\a001_s003_g003_0009.T.CW.mat,0.02,0.3,-0.75,21196
a01_s03_g003\a001_s003_g003_0010.T.CW.mat,0.02,0.3,-0.75,21140
a01_s03_g004\a001_s003_g004_0001.T.CW.mat,0.02,0.3,-0.65,26890
a01_s03_g004\a001_s003_g004_0002.T.CW.mat,0.02,0.3,-0.65,26950
a01_s03_g004\a001_s003_g004_0003.T.CW.mat,0.02,0.3,-0.65,26974
a01_s03_g004\a001_s003_g004_0004.T.CW.mat,0.02,0.3,-0.65,26934
a01_s03_g004\a001_s003_g004_0005.T.CW.mat,0.02,0.3,-0.65,26891
a01_s03_g004\a001_s003_g004_0006.T.CW.mat,0.02,0.3,-0.65,26995
a01_s03_g004\a001_s003_g004_0007.T.CW.mat,0.02,0.3,-0.65,27066
a01_s03_g004\a001_s003_g004_0008.T.CW.mat,0.02,0.3,-0.65,26875
a01_s03_g004\a001_s003_g004_0009.T.CW.mat,0.02,0.3,-0.65,27059
a01_s03_g004\a001_s003_g004_0010.T.CW.mat,0.02,0.3,-0.65,27124
a01_s03_g005\a001_s003_g005_0001.T.CW.mat,0.02,0.3,-0.55,31732
a01_s03_g005\a001_s003_g005_0002.T.CW.mat,0.02,0.3,-0.55,32137
a01_s03_g005\a001_s003_g005_0003.T.CW.mat,0.02,0.3,-0.55,32104
a01_s03_g005\a001_s003_g005_0004.T.CW.mat,0.02,0.3,-0.55,31767
a01_s03_g005\a001_s003_g005_0005.T.CW.mat,0.02,0.3,-0.55,31920
a01_s03_g005\a001_s003_g005_0006.T.CW.mat,0.02,0.3,-0.55,31944
a01_s03_g005\a001_s003_g005_0007.T.CW.mat,0.02,0.3,-0.55,31876
a01_s03_g005\a001_s003_g005_0008.T.CW.mat,0.02,0.3,-0.55,31870
a01_s03_g005\a001_s003_g005_0009.T.CW.mat,0.02,0.3,-0.55,31584
a01_s03_g005\a001_s003_g005_0010.T.CW.mat,0.02,0.3,-0.55,31838
a01_s03_g006\a001_s003_g006_0001.T.CW.mat,0.02,0.3,-0.45,35875
a01_s03_g006\a001_s003_g006_0002.T.CW.mat,0.02,0.3,-0.45,35791
a01_s03_g006\a001_s003_g006_0003.T.CW.mat,0.02,0.3,-0.45,35997
a01_s03_g006\a001_s003_g006_0004.T.CW.mat,0.02,0.3,-0.45,35897
a01_s03_g006\a001_s003_g006_0005.T.CW.mat,0.02,0.3,-0.45,35878
a01_s03_g006\a001_s003_g006_0006.T.CW.mat,0.02,0.3,-0.45,35814
a01_s03_g006\a001_s003_g006_0007.T.CW.mat,0.02,0.3,-0.45,36084
a01_s03_g006\a001_s003_g006_0008.T.CW.mat,0.02,0.3,-0.45,35891
a01_s03_g006\a001_s003_g006_0009.T.CW.mat,0.02,0.3,-0.45,35934
a01_s03_g006\a001_s003_g006_0010.T.CW.mat,0.02,0.3,-0.45,35856
a01_s03_g007\a001_s003_g007_0001.T.CW.mat,0.02,0.3,-0.35,38750
a01_s03_g007\a001_s003_g007_0002.T.CW.mat,0.02,0.3,-0.35,38859
a01_s03_g007\a001_s003_g007_0003.T.CW.mat,0.02,0.3,-0.35,38968
a01_s03_g007\a001_s003_g007_0004.T.CW.mat,0.02,0.3,-0.35,38734
a01_s03_g007\a001_s003_g007_0005.T.CW.mat,0.02,0.3,-0.35,38962
a01_s03_g007\a001_s003_g007_0006.T.CW.mat,0.02,0.3,-0.35,39039
a01_s03_g007\a001_s003_g007_0007.T.CW.mat,0.02,0.3,-0.35,38666
a01_s03_g007\a001_s003_g007_0008.T.CW.mat,0.02,0.3,-0.35,39074
a01_s03_g007\a001_s003_g007_0009.T.CW.mat,0.02,0.3,-0.35,38814
a01_s03_g007\a001_s003_g007_0010.T.CW.mat,0.02,0.3,-0.35,38660
a01_s03_g008\a001_s003_g008_0001.T.CW.mat,0.02,0.3,-0.25,40886
a01_s03_g008\a001_s003_g008_0002.T.CW.mat,0.02,0.3,-0.25,40753
a01_s03_g008\a001_s003_g008_0003.T.CW.mat,0.02,0.3,-0.25,40519
a01_s03_g008\a001_s003_g008_0004.T.CW.mat,0.02,0.3,-0.25,41028
a01_s03_g008\a001_s003_g008_0005.T.CW.mat,0.02,0.3,-0.25,40726
a01_s03_g008\a001_s003_g008_0006.T.CW.mat,0.02,0.3,-0.25,40773
a01_s03_g008\a001_s003_g008_0007.T.CW.mat,0.02,0.3,-0.25,40991
a01_s03_g008\a001_s003_g008_0008.T.CW.mat,0.02,0.3,-0.25,40952
a01_s03_g008\a001_s003_g008_0009.T.CW.mat,0.02,0.3,-0.25,40945
a01_s03_g008\a001_s003_g008_0010.T.CW.mat,0.02,0.3,-0.25,41041
a01_s03_g009\a001_s003_g009_0001.T.CW.mat,0.02,0.3,-0.15,41546
a01_s03_g009\a001_s003_g009_0002.T.CW.mat,0.02,0.3,-0.15,41814
a01_s03_g009\a001_s003_g009_0003.T.CW.mat,0.02,0.3,-0.15,42315
a01_s03_g009\a001_s003_g009_0004.T.CW.mat,0.02,0.3,-0.15,41805
a01_s03_g009\a001_s003_g009_0005.T.CW.mat,0.02,0.3,-0.15,41847
a01_s03_g009\a001_s003_g009_0006.T.CW.mat,0.02,0.3,-0.15,41953
a01_s03_g009\a001_s003_g009_0007.T.CW.mat,0.02,0.3,-0.15,41768
a01_s03_g009\a001_s003_g009_0008.T.CW.mat,0.02,0.3,-0.15,41760
a01_s03_g009\a001_s003_g009_0009.T.CW.mat,0.02,0.3,-0.15,41823
a01_s03_g009\a001_s003_g009_0010.T.CW.mat,0.02,0.3,-0.15,41804
a01_s03_g010\a001_s003_g010_0001.T.CW.mat,0.02,0.3,-0.05,41871
a01_s03_g010\a001_s003_g010_0002.T.CW.mat,0.02,0.3,-0.05,41582
a01_s03_g010\a001_s003_g010_0003.T.CW.mat,0.02,0.3,-0.05,41712
a01_s03_g010\a001_s003_g010_0004.T.CW.mat,0.02,0.3,-0.05,42093
a01_s03_g010\a001_s003_g010_0005.T.CW.mat,0.02,0.3,-0.05,41712
a01_s03_g010\a001_s003_g010_0006.T.CW.mat,0.02,0.3,-0.05,41627
a01_s03_g010\a001_s003_g010_0007.T.CW.mat,0.02,0.3,-0.05,41807
a01_s03_g010\a001_s003_g010_0008.T.CW.mat,0.02,0.3,-0.05,41810
a01_s03_g010\a001_s003_g010_0009.T.CW.mat,0.02,0.3,-0.05,42044
a01_s03_g010\a001_s003_g010_0010.T.CW.mat,0.02,0.3,-0.05,41947
a01_s03_g011\a001_s003_g011_0001.T.CW.mat,0.02,0.3,0.05,41350
a01_s03_g011\a001_s003_g011_0002.T.CW.mat,0.02,0.3,0.05,40977
a01_s03_g011\a001_s003_g011_0003.T.CW.mat,0.02,0.3,0.05,40868
a01_s03_g011\a001_s003_g011_0004.T.CW.mat,0.02,0.3,0.05,40910
a01_s03_g011\a001_s003_g011_0005.T.CW.mat,0.02,0.3,0.05,40801
a01_s03_g011\a001_s003_g011_0006.T.CW.mat,0.02,0.3,0.05,41195
a01_s03_g011\a001_s003_g011_0007.T.CW.mat,0.02,0.3,0.05,40901
a01_s03_g011\a001_s003_g011_0008.T.CW.mat,0.02,0.3,0.05,41196
a01_s03_g011\a001_s003_g011_0009.T.CW.mat,0.02,0.3,0.05,40938
a01_s03_g011\a001_s003_g011_0010.T.CW.mat,0.02,0.3,0.05,40793
a01_s03_g012\a001_s003_g012_0001.T.CW.mat,0.02,0.3,0.15,39181
a01_s03_g012\a001_s003_g012_0002.T.CW.mat,0.02,0.3,0.15,39406
a01_s03_g012\a001_s003_g012_0003.T.CW.mat,0.02,0.3,0.15,39241
a01_s03_g012\a001_s003_g012_0004.T.CW.mat,0.02,0.3,0.15,39377
a01_s03_g012\a001_s003_g012_0005.T.CW.mat,0.02,0.3,0.15,39168
a01_s03_g012\a001_s003_g012_0006.T.CW.mat,0.02,0.3,0.15,39256
a01_s03_g012\a001_s003_g012_0007.T.CW.mat,0.02,0.3,0.15,39043
a01_s03_g012\a001_s003_g012_0008.T.CW.mat,0.02,0.3,0.15,39331
a01_s03_g012\a001_s003_g012_0009.T.CW.mat,0.02,0.3,0.15,39270
a01_s03_g012\a001_s003_g012_0010.T.CW.mat,0.02,0.3,0.15,39241
a01_s03_g013\a001_s003_g013_0001.T.CW.mat,0.02,0.3,0.25,36622
a01_s03_g013\a001_s003_g013_0002.T.CW.mat,0.02,0.3,0.25,36953
a01_s03_g013\a001_s003_g013_0003.T.CW.mat,0.02,0.3,0.25,36521
a01_s03_g013\a001_s003_g013_0004.T.CW.mat,0.02,0.3,0.25,36823
a01_s03_g013\a001_s003_g013_0005.T.CW.mat,0.02,0.3,0.25,36710
a01_s03_g013\a001_s003_g013_0006.T.CW.mat,0.02,0.3,0.25,36697
a01_s03_g013\a001_s003_g013_0007.T.CW.mat,0.02,0.3,0.25,36659
a01_s03_g013\a001_s003_g013_0008.T.CW.mat,0.02,0.3,0.25,36445
a01_s03_g013\a001_s003_g013_0009.T.CW.mat,0.02,0.3,0.25,36518
a01_s03_g013\a001_s003_g013_0010.T.CW.mat,0.02,0.3,0.25,36351
a01_s03_g014\a001_s003_g014_0001.T.CW.mat,0.02,0.3,0.35,33115
a01_s03_g014\a001_s003_g014_0002.T.CW.mat,0.02,0.3,0.35,33164
a01_s03_g014\a001_s003_g014_0003.T.CW.mat,0.02,0.3,0.35,32906
a01_s03_g014\a001_s003_g014_0004.T.CW.mat,0.02,0.3,0.35,33342
a01_s03_g014\a001_s003_g014_0005.T.CW.mat,0.02,0.3,0.35,33088
a01_s03_g014\a001_s003_g014_0006.T.CW.mat,0.02,0.3,0.35,33334
a01_s03_g014\a001_s003_g014_0007.T.CW.mat,0.02,0.3,0.35,32926
a01_s03_g014\a001_s003_g014_0008.T.CW.mat,0.02,0.3,0.35,33300
a01_s03_g014\a001_s003_g014_0009.T.CW.mat,0.02,0.3,0.35,33099
a01_s03_g014\a001_s003_g014_0010.T.CW.mat,0.02,0.3,0.35,33165
a01_s03_g015\a001_s003_g015_0001.T.CW.mat,0.02,0.3,0.45,28914
a01_s03_g015\a001_s003_g015_0002.T.CW.mat,0.02,0.3,0.45,29123
a01_s03_g015\a001_s003_g015_0003.T.CW.mat,0.02,0.3,0.45,29024
a01_s03_g015\a001_s003_g015_0004.T.CW.mat,0.02,0.3,0.45,28993
a01_s03_g015\a001_s003_g015_0005.T.CW.mat,0.02,0.3,0.45,28852
a01_s03_g015\a001_s003_g015_0006.T.CW.mat,0.02,0.3,0.45,28897
a01_s03_g015\a001_s003_g015_0007.T.CW.mat,0.02,0.3,0.45,28826
a01_s03_g015\a001_s003_g015_0008.T.CW.mat,0.02,0.3,0.45,28781
a01_s03_g015\a001_s003_g015_0009.T.CW.mat,0.02,0.3,0.45,29081
a01_s03_g015\a001_s003_g015_0010.T.CW.mat,0.02,0.3,0.45,29071
a01_s03_g016\a001_s003_g016_0001.T.CW.mat,0.02,0.3,0.55,24290
a01_s03_g016\a001_s003_g016_0002.T.CW.mat,0.02,0.3,0.55,24353
a01_s03_g016\a001_s003_g016_0003.T.CW.mat,0.02,0.3,0.55,24270
a01_s03_g016\a001_s003_g016_0004.T.CW.mat,0.02,0.3,0.55,24329
a01_s03_g016\a001_s003_g016_0005.T.CW.mat,0.02,0.3,0.55,24200
a01_s03_g016\a001_s003_g016_0006.T.CW.mat,0.02,0.3,0.55,24391
a01_s03_g016\a001_s003_g016_0007.T.CW.mat,0.02,0.3,0.55,24241
a01_s03_g016\a001_s003_g016_0008.T.CW.mat,0.02,0.3,0.55,24160
a01_s03_g016\a001_s003_g016_0009.T.CW.mat,0.02,0.3,0.55,24380
a01_s03_g016\a001_s003_g016_0010.T.CW.mat,0.02,0.3,0.55,24146
a01_s03_g017\a001_s003_g017_0001.T.CW.mat,0.02,0.3,0.65,19353
a01_s03_g017\a001_s003_g017_0002.T.CW.mat,0.02,0.3,0.65,19342
a01_s03_g017\a001_s003_g017_0003.T.CW.mat,0.02,0.3,0.65,19290
a01_s03_g017\a001_s003_g017_0004.T.CW.mat,0.02,0.3,0.65,19212
a01_s03_g017\a001_s003_g017_0005.T.CW.mat,0.02,0.3,0.65,19118
a01_s03_g017\a001_s003_g017_0006.T.CW.mat,0.02,0.3,0.65,19254
a01_s03_g017\a001_s003_g017_0007.T.CW.mat,0.02,0.3,0.65,19256
a01_s03_g017\a001_s003_g017_0008.T.CW.mat,0.02,0.3,0.65,19233
a01_s03_g017\a001_s003_g017_0009.T.CW.mat,0.02,0.3,0.65,19250
a01_s03_g017\a001_s003_g017_0010.T.CW.mat,0.02,0.3,0.65,19356
a01_s03_g018\a001_s003_g018_0001.T.CW.mat,0.02,0.3,0.75,13917
a01_s03_g018\a001_s003_g018_0002.T.CW.mat,0.02,0.3,0.75,13853
a01_s03_g018\a001_s003_g018_0003.T.CW.mat,0.02,0.3,0.75,13934
a01_s03_g018\a001_s003_g018_0004.T.CW.mat,0.02,0.3,0.75,13911
a01_s03_g018\a001_s003_g018_0005.T.CW.mat,0.02,0.3,0.75,13917
a01_s03_g018\a001_s003_g018_0006.T.CW.mat,0.02,0.3,0.75,13975
a01_s03_g018\a001_s003_g018_0007.T.CW.mat,0.02,0.3,0.75,13966
a01_s03_g018\a001_s003_g018_0008.T.CW.mat,0.02,0.3,0.75,13880
a01_s03_g018\a001_s003_g018_0009.T.CW.mat,0.02,0.3,0.75,13747
a01_s03_g018\a001_s003_g018_0010.T.CW.mat,0.02,0.3,0.75,13963
a01_s03_g019\a001_s003_g019_0001.T.CW.mat,0.02,0.3,0.85,8662
a01_s03_g019\a001_s003_g019_0002.T.CW.mat,0.02,0.3,0.85,8617
a01_s03_g019\a001_s003_g019_0003.T.CW.mat,0.02,0.3,0.85,8589
a01_s03_g019\a001_s003_g019_0004.T.CW.mat,0.02,0.3,0.85,8618
a01_s03_g019\a001_s003_g019_0005.T.CW.mat,0.02,0.3,0.85,8586
a01_s03_g019\a001_s003_g019_0006.T.CW.mat,0.02,0.3,0.85,8567
a01_s03_g019\a001_s003_g019_0007.T.CW.mat,0.02,0.3,0.85,8654
a01_s03_g019\a001_s003_g019_0008.T.CW.mat,0.02,0.3,0.85,8632
a01_s03_g019\a001_s003_g019_0009.T.CW.mat,0.02,0.3,0.85,8537
a01_s03_g019\a001_s003_g019_0010.T.CW.mat,0.02,0.3,0.85,8637
a01_s03_g020\a001_s003_g020_0001.T.CW.mat,0.02,0.3,0.95,3255
a01_s03_g020\a001_s003_g020_0002.T.CW.mat,0.02,0.3,0.95,3330
a01_s03_g020\a001_s003_g020_0003.T.CW.mat,0.02,0.3,0.95,3395
a01_s03_g020\a001_s003_g020_0004.T.CW.mat,0.02,0.3,0.95,3372
a01_s03_g020\a001_s003_g020_0005.T.CW.mat,0.02,0.3,0.95,3412
a01_s03_g020\a001_s003_g020_0006.T.CW.mat,0.02,0.3,0.95,3296
a01_s03_g020\a001_s003_g020_0007.T.CW.mat,0.02,0.3,0.95,3364
a01_s03_g020\a001_s003_g020_0008.T.CW.mat,0.02,0.3,0.95,3331
a01_s03_g020\a001_s003_g020_0009.T.CW.mat,0.02,0.3,0.95,3362
a01_s03_g020\a001_s003_g020_0010.T.CW.mat,0.02,0.3,0.95,3382
a01_s04_g001\a001_s004_g001_0001.T.CW.mat,0.02,0.8,-0.95,12577
a01_s04_g001\a001_s004_g001_0002.T.CW.mat,0.02,0.8,-0.95,12565
a01_s04_g001\a001_s004_g001_0003.T.CW.mat,0.02,0.8,-0.95,12641
a01_s04_g001\a001_s004_g001_0004.T.CW.mat,0.02,0.8,-0.95,12860
a01_s04_g001\a001_s004_g001_0005.T.CW.mat,0.02,0.8,-0.95,12646
a01_s04_g001\a001_s004_g001_0006.T.CW.mat,0.02,0.8,-0.95,12469
a01_s04_g001\a001_s004_g001_0007.T.CW.mat,0.02,0.8,-0.95,12652
a01_s04_g001\a001_s004_g001_0008.T.CW.mat,0.02,0.8,-0.95,12653
a01_s04_g001\a001_s004_g001_0009.T.CW.mat,0.02,0.8,-0.95,12637
a01_s04_g001\a001_s004_g001_0010.T.CW.mat,0.02,0.8,-0.95,12708
a01_s04_g002\a001_s004_g002_0001.T.CW.mat,0.02,0.8,-0.85,31572
a01_s04_g002\a001_s004_g002_0002.T.CW.mat,0.02,0.8,-0.85,31788
a01_s04_g002\a001_s004_g002_0003.T.CW.mat,0.02,0.8,-0.85,31592
a01_s04_g002\a001_s004_g002_0004.T.CW.mat,0.02,0.8,-0.85,31820
a01_s04_g002\a001_s004_g002_0005.T.CW.mat,0.02,0.8,-0.85,31720
a01_s04_g002\a001_s004_g002_0006.T.CW.mat,0.02,0.8,-0.85,31678
a01_s04_g002\a001_s004_g002_0007.T.CW.mat,0.02,0.8,-0.85,31692
a01_s04_g002\a001_s004_g002_0008.T.CW.mat,0.02,0.8,-0.85,31920
a01_s04_g002\a001_s004_g002_0009.T.CW.mat,0.02,0.8,-0.85,31612
a01_s04_g002\a001_s004_g002_0010.T.CW.mat,0.02,0.8,-0.85,31689
a01_s04_g003\a001_s004_g003_0001.T.CW.mat,0.02,0.8,-0.75,47742
a01_s04_g003\a001_s004_g003_0002.T.CW.mat,0.02,0.8,-0.75,47683
a01_s04_g003\a001_s004_g003_0003.T.CW.mat,0.02,0.8,-0.75,47647
a01_s04_g003\a001_s004_g003_0004.T.CW.mat,0.02,0.8,-0.75,47635
a01_s04_g003\a001_s004_g003_0005.T.CW.mat,0.02,0.8,-0.75,47568
a01_s04_g003\a001_s004_g003_0006.T.CW.mat,0.02,0.8,-0.75,47655
a01_s04_g003\a001_s004_g003_0007.T.CW.mat,0.02,0.8,-0.75,47602
a01_s04_g003\a001_s004_g003_0008.T.CW.mat,0.02,0.8,-0.75,47756
a01_s04_g003\a001_s004_g003_0009.T.CW.mat,0.02,0.8,-0.75,47525
a01_s04_g003\a001_s004_g003_0010.T.CW.mat,0.02,0.8,-0.75,47499
a01_s04_g004\a001_s004_g004_0001.T.CW.mat,0.02,0.8,-0.65,60097
a01_s04_g004\a001_s004_g004_0002.T.CW.mat,0.02,0.8,-0.65,60116
a01_s04_g004\a001_s004_g004_0003.T.CW.mat,0.02,0.8,-0.65,60399
a01_s04_g004\a001_s004_g004_0004.T.CW.mat,0.02,0.8,-0.65,60013
a01_s04_g004\a001_s004_g004_0005.T.CW.mat,0.02,0.8,-0.65,59875
a01_s04_g004\a001_s004_g004_0006.T.CW.mat,0.02,0.8,-0.65,60144
a01_s04_g004\a001_s004_g004_0007.T.CW.mat,0.02,0.8,-0.65,59981
a01_s04_g004\a001_s004_g004_0008.T.CW.mat,0.02,0.8,-0.65,59872
a01_s04_g004\a001_s004_g004_0009.T.CW.mat,0.02,0.8,-0.65,59917
a01_s04_g004\a001_s004_g004_0010.T.CW.mat,0.02,0.8,-0.65,59937
a01_s04_g005\a001_s004_g005_0001.T.CW.mat,0.02,0.8,-0.55,69503
a01_s04_g005\a001_s004_g005_0002.T.CW.mat,0.02,0.8,-0.55,69734
a01_s04_g005\a001_s004_g005_0003.T.CW.mat,0.02,0.8,-0.55,69927
a01_s04_g005\a001_s004_g005_0004.T.CW.mat,0.02,0.8,-0.55,69748
a01_s04_g005\a001_s004_g005_0005.T.CW.mat,0.02,0.8,-0.55,69617
a01_s04_g005\a001_s004_g005_0006.T.CW.mat,0.02,0.8,-0.55,69541
a01_s04_g005\a001_s004_g005_0007.T.CW.mat,0.02,0.8,-0.55,69524
a01_s04_g005\a001_s004_g005_0008.T.CW.mat,0.02,0.8,-0.55,69463
a01_s04_g005\a001_s004_g005_0009.T.CW.mat,0.02,0.8,-0.55,69469
a01_s04_g005\a001_s004_g005_0010.T.CW.mat,0.02,0.8,-0.55,69660
a01_s04_g006\a001_s004_g006_0001.T.CW.mat,0.02,0.8,-0.45,77139
a01_s04_g006\a001_s004_g006_0002.T.CW.mat,0.02,0.8,-0.45,77072
a01_s04_g006\a001_s004_g006_0003.T.CW.mat,0.02,0.8,-0.45,77261
a01_s04_g006\a001_s004_g006_0004.T.CW.mat,0.02,0.8,-0.45,77148
a01_s04_g006\a001_s004_g006_0005.T.CW.mat,0.02,0.8,-0.45,77431
a01_s04_g006\a001_s004_g006_0006.T.CW.mat,0.02,0.8,-0.45,77267
a01_s04_g006\a001_s004_g006_0007.T.CW.mat,0.02,0.8,-0.45,77085
a01_s04_g006\a001_s004_g006_0008.T.CW.mat,0.02,0.8,-0.45,76707
a01_s04_g006\a001_s004_g006_0009.T.CW.mat,0.02,0.8,-0.45,76854
a01_s04_g006\a001_s004_g006_0010.T.CW.mat,0.02,0.8,-0.45,77021
a01_s04_g007\a001_s004_g007_0001.T.CW.mat,0.02,0.8,-0.35,82911
a01_s04_g007\a001_s004_g007_0002.T.CW.mat,0.02,0.8,-0.35,82842
a01_s04_g007\a001_s004_g007_0003.T.CW.mat,0.02,0.8,-0.35,82842
a01_s04_g007\a001_s004_g007_0004.T.CW.mat,0.02,0.8,-0.35,83168
a01_s04_g007\a001_s004_g007_0005.T.CW.mat,0.02,0.8,-0.35,82716
a01_s04_g007\a001_s004_g007_0006.T.CW.mat,0.02,0.8,-0.35,82844
a01_s04_g007\a001_s004_g007_0007.T.CW.mat,0.02,0.8,-0.35,82978
a01_s04_g007\a001_s004_g007_0008.T.CW.mat,0.02,0.8,-0.35,82844
a01_s04_g007\a001_s004_g007_0009.T.CW.mat,0.02,0.8,-0.35,82712
a01_s04_g007\a001_s004_g007_0010.T.CW.mat,0.02,0.8,-0.35,82904
a01_s04_g008\a001_s004_g008_0001.T.CW.mat,0.02,0.8,-0.25,87186
a01_s04_g008\a001_s004_g008_0002.T.CW.mat,0.02,0.8,-0.25,87112
a01_s04_g008\a001_s004_g008_0003.T.CW.mat,0.02,0.8,-0.25,86691
a01_s04_g008\a001_s004_g008_0004.T.CW.mat,0.02,0.8,-0.25,86986
a01_s04_g008\a001_s004_g008_0005.T.CW.mat,0.02,0.8,-0.25,86930
a01_s04_g008\a001_s004_g008_0006.T.CW.mat,0.02,0.8,-0.25,86854
a01_s04_g008\a001_s004_g008_0007.T.CW.mat,0.02,0.8,-0.25,87034
a01_s04_g008\a001_s004_g008_0008.T.CW.mat,0.02,0.8,-0.25,87063
a01_s04_g008\a001_s004_g008_0009.T.CW.mat,0.02,0.8,-0.25,86877
a01_s04_g008\a001_s004_g008_0010.T.CW.mat,0.02,0.8,-0.25,87042
a01_s04_g009\a001_s004_g009_0001.T.CW.mat,0.02,0.8,-0.15,89907
a01_s04_g009\a001_s004_g009_0002.T.CW.mat,0.02,0.8,-0.15,89694
a01_s04_g009\a001_s004_g009_0003.T.CW.mat,0.02,0.8,-0.15,89839
a01_s04_g009\a001_s004_g009_0004.T.CW.mat,0.02,0.8,-0.15,90076
a01_s04_g009\a001_s004_g009_0005.T.CW.mat,0.02,0.8,-0.15,89711
a01_s04_g009\a001_s004_g009_0006.T.CW.mat,0.02,0.8,-0.15,90003
a01_s04_g009\a001_s004_g009_0007.T.CW.mat,0.02,0.8,-0.15,89909
a01_s04_g009\a001_s004_g009_0008.T.CW.mat,0.02,0.8,-0.15,90278
a01_s04_g009\a001_s004_g009_0009.T.CW.mat,0.02,0.8,-0.15,89859
a01_s04_g009\a001_s004_g009_0010.T.CW.mat,0.02,0.8,-0.15,89889
a01_s04_g010\a001_s004_g010_0001.T.CW.mat,0.02,0.8,-0.05,91602
a01_s04_g010\a001_s004_g010_0002.T.CW.mat,0.02,0.8,-0.05,91777
a01_s04_g010\a001_s004_g010_0003.T.CW.mat,0.02,0.8,-0.05,91593
a01_s04_g010\a001_s004_g010_0004.T.CW.mat,0.02,0.8,-0.05,91151
a01_s04_g010\a001_s004_g010_0005.T.CW.mat,0.02,0.8,-0.05,91343
a01_s04_g010\a001_s004_g010_0006.T.CW.mat,0.02,0.8,-0.05,91690
a01_s04_g010\a001_s004_g010_0007.T.CW.mat,0.02,0.8,-0.05,91582
a01_s04_g010\a001_s004_g010_0008.T.CW.mat,0.02,0.8,-0.05,91824
a01_s04_g010\a001_s004_g010_0009.T.CW.mat,0.02,0.8,-0.05,91543
a01_s04_g010\a001_s004_g010_0010.T.CW.mat,0.02,0.8,-0.05,91410
a01_s04_g011\a001_s004_g011_0001.T.CW.mat,0.02,0.8,0.05,91890
a01_s04_g011\a001_s004_g011_0002.T.CW.mat,0.02,0.8,0.05,91651
a01_s04_g011\a001_s004_g011_0003.T.CW.mat,0.02,0.8,0.05,92013
a01_s04_g011\a001_s004_g011_0004.T.CW.mat,0.02,0.8,0.05,91840
a01_s04_g011\a001_s004_g011_0005.T.CW.mat,0.02,0.8,0.05,91971
a01_s04_g011\a001_s004_g011_0006.T.CW.mat,0.02,0.8,0.05,91865
a01_s04_g011\a001_s004_g011_0007.T.CW.mat,0.02,0.8,0.05,91899
a01_s04_g011\a001_s004_g011_0008.T.CW.mat,0.02,0.8,0.05,91852
a01_s04_g011\a001_s004_g011_0009.T.CW.mat,0.02,0.8,0.05,91631
a01_s04_g011\a001_s004_g011_0010.T.CW.mat,0.02,0.8,0.05,91959
a01_s04_g012\a001_s004_g012_0001.T.CW.mat,0.02,0.8,0.15,91030
a01_s04_g012\a001_s004_g012_0002.T.CW.mat,0.02,0.8,0.15,90892
