image,ua,us,g,photonPosNum
p01_g002\p01_g002_0227.T.CW.mat,0.00504,20.45447,0.65,70602
p01_g002\p01_g002_0228.T.CW.mat,0.00504,20.45447,0.65,70646
p01_g002\p01_g002_0229.T.CW.mat,0.00504,20.45447,0.65,70344
p01_g002\p01_g002_0230.T.CW.mat,0.00504,20.45447,0.65,70830
p01_g003\p01_g003_0201.T.CW.mat,0.00504,20.45447,0.75,82834
p01_g003\p01_g003_0202.T.CW.mat,0.00504,20.45447,0.75,83021
p01_g003\p01_g003_0203.T.CW.mat,0.00504,20.45447,0.75,83018
p01_g003\p01_g003_0204.T.CW.mat,0.00504,20.45447,0.75,82988
p01_g003\p01_g003_0205.T.CW.mat,0.00504,20.45447,0.75,82880
p01_g003\p01_g003_0206.T.CW.mat,0.00504,20.45447,0.75,83036
p01_g003\p01_g003_0207.T.CW.mat,0.00504,20.45447,0.75,82884
p01_g003\p01_g003_0208.T.CW.mat,0.00504,20.45447,0.75,83013
p01_g003\p01_g003_0209.T.CW.mat,0.00504,20.45447,0.75,82893
p01_g003\p01_g003_0210.T.CW.mat,0.00504,20.45447,0.75,82794
p01_g003\p01_g003_0211.T.CW.mat,0.00504,20.45447,0.75,83043
p01_g003\p01_g003_0212.T.CW.mat,0.00504,20.45447,0.75,82904
p01_g003\p01_g003_0213.T.CW.mat,0.00504,20.45447,0.75,82761
p01_g003\p01_g003_0214.T.CW.mat,0.00504,20.45447,0.75,82900
p01_g003\p01_g003_0215.T.CW.mat,0.00504,20.45447,0.75,82838
p01_g003\p01_g003_0216.T.CW.mat,0.00504,20.45447,0.75,82812
p01_g003\p01_g003_0217.T.CW.mat,0.00504,20.45447,0.75,82781
p01_g003\p01_g003_0218.T.CW.mat,0.00504,20.45447,0.75,83034
p01_g003\p01_g003_0219.T.CW.mat,0.00504,20.45447,0.75,82821
p01_g003\p01_g003_0220.T.CW.mat,0.00504,20.45447,0.75,82891
p01_g003\p01_g003_0221.T.CW.mat,0.00504,20.45447,0.75,83022
p01_g003\p01_g003_0222.T.CW.mat,0.00504,20.45447,0.75,83007
p01_g003\p01_g003_0223.T.CW.mat,0.00504,20.45447,0.75,83059
p01_g003\p01_g003_0224.T.CW.mat,0.00504,20.45447,0.75,82841
p01_g003\p01_g003_0225.T.CW.mat,0.00504,20.45447,0.75,83063
p01_g003\p01_g003_0226.T.CW.mat,0.00504,20.45447,0.75,82832
p01_g003\p01_g003_0227.T.CW.mat,0.00504,20.45447,0.75,82611
p01_g003\p01_g003_0228.T.CW.mat,0.00504,20.45447,0.75,82871
p01_g003\p01_g003_0229.T.CW.mat,0.00504,20.45447,0.75,83060
p01_g003\p01_g003_0230.T.CW.mat,0.00504,20.45447,0.75,82843
p01_g004\p01_g004_0201.T.CW.mat,0.00504,20.45447,0.85,102939
p01_g004\p01_g004_0202.T.CW.mat,0.00504,20.45447,0.85,102910
p01_g004\p01_g004_0203.T.CW.mat,0.00504,20.45447,0.85,102787
p01_g004\p01_g004_0204.T.CW.mat,0.00504,20.45447,0.85,102823
p01_g004\p01_g004_0205.T.CW.mat,0.00504,20.45447,0.85,102778
p01_g004\p01_g004_0206.T.CW.mat,0.00504,20.45447,0.85,102936
p01_g004\p01_g004_0207.T.CW.mat,0.00504,20.45447,0.85,102665
p01_g004\p01_g004_0208.T.CW.mat,0.00504,20.45447,0.85,103086
p01_g004\p01_g004_0209.T.CW.mat,0.00504,20.45447,0.85,102814
p01_g004\p01_g004_0210.T.CW.mat,0.00504,20.45447,0.85,102796
p01_g004\p01_g004_0211.T.CW.mat,0.00504,20.45447,0.85,102803
p01_g004\p01_g004_0212.T.CW.mat,0.00504,20.45447,0.85,102768
p01_g004\p01_g004_0213.T.CW.mat,0.00504,20.45447,0.85,102905
p01_g004\p01_g004_0214.T.CW.mat,0.00504,20.45447,0.85,102651
p01_g004\p01_g004_0215.T.CW.mat,0.00504,20.45447,0.85,103021
p01_g004\p01_g004_0216.T.CW.mat,0.00504,20.45447,0.85,102849
p01_g004\p01_g004_0217.T.CW.mat,0.00504,20.45447,0.85,102548
p01_g004\p01_g004_0218.T.CW.mat,0.00504,20.45447,0.85,103087
p01_g004\p01_g004_0219.T.CW.mat,0.00504,20.45447,0.85,102970
p01_g004\p01_g004_0220.T.CW.mat,0.00504,20.45447,0.85,102680
p01_g004\p01_g004_0221.T.CW.mat,0.00504,20.45447,0.85,102704
p01_g004\p01_g004_0222.T.CW.mat,0.00504,20.45447,0.85,103078
p01_g004\p01_g004_0223.T.CW.mat,0.00504,20.45447,0.85,102663
p01_g004\p01_g004_0224.T.CW.mat,0.00504,20.45447,0.85,102677
p01_g004\p01_g004_0225.T.CW.mat,0.00504,20.45447,0.85,102876
p01_g004\p01_g004_0226.T.CW.mat,0.00504,20.45447,0.85,102857
p01_g004\p01_g004_0227.T.CW.mat,0.00504,20.45447,0.85,103192
p01_g004\p01_g004_0228.T.CW.mat,0.00504,20.45447,0.85,102619
p01_g004\p01_g004_0229.T.CW.mat,0.00504,20.45447,0.85,102847
p01_g004\p01_g004_0230.T.CW.mat,0.00504,20.45447,0.85,103007
p01_g005\p01_g005_0201.T.CW.mat,0.00504,20.45447,0.95,123256
p01_g005\p01_g005_0202.T.CW.mat,0.00504,20.45447,0.95,123547
p01_g005\p01_g005_0203.T.CW.mat,0.00504,20.45447,0.95,123374
p01_g005\p01_g005_0204.T.CW.mat,0.00504,20.45447,0.95,123436
p01_g005\p01_g005_0205.T.CW.mat,0.00504,20.45447,0.95,123261
p01_g005\p01_g005_0206.T.CW.mat,0.00504,20.45447,0.95,123107
p01_g005\p01_g005_0207.T.CW.mat,0.00504,20.45447,0.95,123156
p01_g005\p01_g005_0208.T.CW.mat,0.00504,20.45447,0.95,123380
p01_g005\p01_g005_0209.T.CW.mat,0.00504,20.45447,0.95,123231
p01_g005\p01_g005_0210.T.CW.mat,0.00504,20.45447,0.95,123321
p01_g005\p01_g005_0211.T.CW.mat,0.00504,20.45447,0.95,123596
p01_g005\p01_g005_0212.T.CW.mat,0.00504,20.45447,0.95,123149
p01_g005\p01_g005_0213.T.CW.mat,0.00504,20.45447,0.95,123803
p01_g005\p01_g005_0214.T.CW.mat,0.00504,20.45447,0.95,123362
p01_g005\p01_g005_0215.T.CW.mat,0.00504,20.45447,0.95,123049
p01_g005\p01_g005_0216.T.CW.mat,0.00504,20.45447,0.95,123265
p01_g005\p01_g005_0217.T.CW.mat,0.00504,20.45447,0.95,123112
p01_g005\p01_g005_0218.T.CW.mat,0.00504,20.45447,0.95,123228
p01_g005\p01_g005_0219.T.CW.mat,0.00504,20.45447,0.95,123239
p01_g005\p01_g005_0220.T.CW.mat,0.00504,20.45447,0.95,122914
p01_g005\p01_g005_0221.T.CW.mat,0.00504,20.45447,0.95,123177
p01_g005\p01_g005_0222.T.CW.mat,0.00504,20.45447,0.95,123222
p01_g005\p01_g005_0223.T.CW.mat,0.00504,20.45447,0.95,122959
p01_g005\p01_g005_0224.T.CW.mat,0.00504,20.45447,0.95,123436
p01_g005\p01_g005_0225.T.CW.mat,0.00504,20.45447,0.95,123741
p01_g005\p01_g005_0226.T.CW.mat,0.00504,20.45447,0.95,123034
p01_g005\p01_g005_0227.T.CW.mat,0.00504,20.45447,0.95,123462
p01_g005\p01_g005_0228.T.CW.mat,0.00504,20.45447,0.95,123419
p01_g005\p01_g005_0229.T.CW.mat,0.00504,20.45447,0.95,123473
p01_g005\p01_g005_0230.T.CW.mat,0.00504,20.45447,0.95,122854
p02_g001\p02_g001_0201.T.CW.mat,0.07859,6.7104,0.55,101599
p02_g001\p02_g001_0202.T.CW.mat,0.07859,6.7104,0.55,101312
p02_g001\p02_g001_0203.T.CW.mat,0.07859,6.7104,0.55,100921
p02_g001\p02_g001_0204.T.CW.mat,0.07859,6.7104,0.55,101188
p02_g001\p02_g001_0205.T.CW.mat,0.07859,6.7104,0.55,101305
p02_g001\p02_g001_0206.T.CW.mat,0.07859,6.7104,0.55,101414
p02_g001\p02_g001_0207.T.CW.mat,0.07859,6.7104,0.55,101353
p02_g001\p02_g001_0208.T.CW.mat,0.07859,6.7104,0.55,101430
p02_g001\p02_g001_0209.T.CW.mat,0.07859,6.7104,0.55,101345
p02_g001\p02_g001_0210.T.CW.mat,0.07859,6.7104,0.55,101275
p02_g001\p02_g001_0211.T.CW.mat,0.07859,6.7104,0.55,101384
p02_g001\p02_g001_0212.T.CW.mat,0.07859,6.7104,0.55,101175
p02_g001\p02_g001_0213.T.CW.mat,0.07859,6.7104,0.55,101170
p02_g001\p02_g001_0214.T.CW.mat,0.07859,6.7104,0.55,101744
p02_g001\p02_g001_0215.T.CW.mat,0.07859,6.7104,0.55,101526
p02_g001\p02_g001_0216.T.CW.mat,0.07859,6.7104,0.55,101342
p02_g001\p02_g001_0217.T.CW.mat,0.07859,6.7104,0.55,101010
p02_g001\p02_g001_0218.T.CW.mat,0.07859,6.7104,0.55,101153
p02_g001\p02_g001_0219.T.CW.mat,0.07859,6.7104,0.55,101230
p02_g001\p02_g001_0220.T.CW.mat,0.07859,6.7104,0.55,101537
p02_g001\p02_g001_0221.T.CW.mat,0.07859,6.7104,0.55,101107
p02_g001\p02_g001_0222.T.CW.mat,0.07859,6.7104,0.55,101239
p02_g001\p02_g001_0223.T.CW.mat,0.07859,6.7104,0.55,101402
p02_g001\p02_g001_0224.T.CW.mat,0.07859,6.7104,0.55,101470
p02_g001\p02_g001_0225.T.CW.mat,0.07859,6.7104,0.55,101338
p02_g001\p02_g001_0226.T.CW.mat,0.07859,6.7104,0.55,101183
p02_g001\p02_g001_0227.T.CW.mat,0.07859,6.7104,0.55,101122
p02_g001\p02_g001_0228.T.CW.mat,0.07859,6.7104,0.55,101216
p02_g001\p02_g001_0229.T.CW.mat,0.07859,6.7104,0.55,101387
p02_g001\p02_g001_0230.T.CW.mat,0.07859,6.7104,0.55,101163
p02_g002\p02_g002_0201.T.CW.mat,0.07859,6.7104,0.65,110478
p02_g002\p02_g002_0202.T.CW.mat,0.07859,6.7104,0.65,110731
p02_g002\p02_g002_0203.T.CW.mat,0.07859,6.7104,0.65,110511
p02_g002\p02_g002_0204.T.CW.mat,0.07859,6.7104,0.65,110715
p02_g002\p02_g002_0205.T.CW.mat,0.07859,6.7104,0.65,110675
p02_g002\p02_g002_0206.T.CW.mat,0.07859,6.7104,0.65,110583
p02_g002\p02_g002_0207.T.CW.mat,0.07859,6.7104,0.65,110527
p02_g002\p02_g002_0208.T.CW.mat,0.07859,6.7104,0.65,110553
p02_g002\p02_g002_0209.T.CW.mat,0.07859,6.7104,0.65,110343
p02_g002\p02_g002_0210.T.CW.mat,0.07859,6.7104,0.65,110690
p02_g002\p02_g002_0211.T.CW.mat,0.07859,6.7104,0.65,110664
p02_g002\p02_g002_0212.T.CW.mat,0.07859,6.7104,0.65,110658
p02_g002\p02_g002_0213.T.CW.mat,0.07859,6.7104,0.65,110630
p02_g002\p02_g002_0214.T.CW.mat,0.07859,6.7104,0.65,110562
p02_g002\p02_g002_0215.T.CW.mat,0.07859,6.7104,0.65,110475
p02_g002\p02_g002_0216.T.CW.mat,0.07859,6.7104,0.65,110376
p02_g002\p02_g002_0217.T.CW.mat,0.07859,6.7104,0.65,110628
p02_g002\p02_g002_0218.T.CW.mat,0.07859,6.7104,0.65,110379
p02_g002\p02_g002_0219.T.CW.mat,0.07859,6.7104,0.65,110564
p02_g002\p02_g002_0220.T.CW.mat,0.07859,6.7104,0.65,110687
p02_g002\p02_g002_0221.T.CW.mat,0.07859,6.7104,0.65,110205
p02_g002\p02_g002_0222.T.CW.mat,0.07859,6.7104,0.65,110348
p02_g002\p02_g002_0223.T.CW.mat,0.07859,6.7104,0.65,110422
p02_g002\p02_g002_0224.T.CW.mat,0.07859,6.7104,0.65,110463
p02_g002\p02_g002_0225.T.CW.mat,0.07859,6.7104,0.65,110563
p02_g002\p02_g002_0226.T.CW.mat,0.07859,6.7104,0.65,110258
p02_g002\p02_g002_0227.T.CW.mat,0.07859,6.7104,0.65,110398
p02_g002\p02_g002_0228.T.CW.mat,0.07859,6.7104,0.65,110425
p02_g002\p02_g002_0229.T.CW.mat,0.07859,6.7104,0.65,110809
p02_g002\p02_g002_0230.T.CW.mat,0.07859,6.7104,0.65,110847
p02_g003\p02_g003_0201.T.CW.mat,0.07859,6.7104,0.75,120211
p02_g003\p02_g003_0202.T.CW.mat,0.07859,6.7104,0.75,120297
p02_g003\p02_g003_0203.T.CW.mat,0.07859,6.7104,0.75,120391
p02_g003\p02_g003_0204.T.CW.mat,0.07859,6.7104,0.75,120450
p02_g003\p02_g003_0205.T.CW.mat,0.07859,6.7104,0.75,120486
p02_g003\p02_g003_0206.T.CW.mat,0.07859,6.7104,0.75,120456
p02_g003\p02_g003_0207.T.CW.mat,0.07859,6.7104,0.75,120183
p02_g003\p02_g003_0208.T.CW.mat,0.07859,6.7104,0.75,120419
p02_g003\p02_g003_0209.T.CW.mat,0.07859,6.7104,0.75,120709
p02_g003\p02_g003_0210.T.CW.mat,0.07859,6.7104,0.75,120359
p02_g003\p02_g003_0211.T.CW.mat,0.07859,6.7104,0.75,120230
p02_g003\p02_g003_0212.T.CW.mat,0.07859,6.7104,0.75,120054
p02_g003\p02_g003_0213.T.CW.mat,0.07859,6.7104,0.75,120083
p02_g003\p02_g003_0214.T.CW.mat,0.07859,6.7104,0.75,120640
p02_g003\p02_g003_0215.T.CW.mat,0.07859,6.7104,0.75,120516
p02_g003\p02_g003_0216.T.CW.mat,0.07859,6.7104,0.75,120180
p02_g003\p02_g003_0217.T.CW.mat,0.07859,6.7104,0.75,120842
p02_g003\p02_g003_0218.T.CW.mat,0.07859,6.7104,0.75,120345
p02_g003\p02_g003_0219.T.CW.mat,0.07859,6.7104,0.75,120355
p02_g003\p02_g003_0220.T.CW.mat,0.07859,6.7104,0.75,120237
p02_g003\p02_g003_0221.T.CW.mat,0.07859,6.7104,0.75,120103
p02_g003\p02_g003_0222.T.CW.mat,0.07859,6.7104,0.75,120291
p02_g003\p02_g003_0223.T.CW.mat,0.07859,6.7104,0.75,120277
p02_g003\p02_g003_0224.T.CW.mat,0.07859,6.7104,0.75,120578
p02_g003\p02_g003_0225.T.CW.mat,0.07859,6.7104,0.75,120210
p02_g003\p02_g003_0226.T.CW.mat,0.07859,6.7104,0.75,120341
p02_g003\p02_g003_0227.T.CW.mat,0.07859,6.7104,0.75,120299
p02_g003\p02_g003_0228.T.CW.mat,0.07859,6.7104,0.75,120171
p02_g003\p02_g003_0229.T.CW.mat,0.07859,6.7104,0.75,120310
p02_g003\p02_g003_0230.T.CW.mat,0.07859,6.7104,0.75,120064
p02_g004\p02_g004_0201.T.CW.mat,0.07859,6.7104,0.85,123053
p02_g004\p02_g004_0202.T.CW.mat,0.07859,6.7104,0.85,123013
p02_g004\p02_g004_0203.T.CW.mat,0.07859,6.7104,0.85,122939
p02_g004\p02_g004_0204.T.CW.mat,0.07859,6.7104,0.85,122820
p02_g004\p02_g004_0205.T.CW.mat,0.07859,6.7104,0.85,123112
p02_g004\p02_g004_0206.T.CW.mat,0.07859,6.7104,0.85,122953
p02_g004\p02_g004_0207.T.CW.mat,0.07859,6.7104,0.85,122599
p02_g004\p02_g004_0208.T.CW.mat,0.07859,6.7104,0.85,123018
p02_g004\p02_g004_0209.T.CW.mat,0.07859,6.7104,0.85,122744
p02_g004\p02_g004_0210.T.CW.mat,0.07859,6.7104,0.85,122933
p02_g004\p02_g004_0211.T.CW.mat,0.07859,6.7104,0.85,122776
p02_g004\p02_g004_0212.T.CW.mat,0.07859,6.7104,0.85,122995
p02_g004\p02_g004_0213.T.CW.mat,0.07859,6.7104,0.85,122996
p02_g004\p02_g004_0214.T.CW.mat,0.07859,6.7104,0.85,123514
p02_g004\p02_g004_0215.T.CW.mat,0.07859,6.7104,0.85,122961
p02_g004\p02_g004_0216.T.CW.mat,0.07859,6.7104,0.85,122765
p02_g004\p02_g004_0217.T.CW.mat,0.07859,6.7104,0.85,123028
p02_g004\p02_g004_0218.T.CW.mat,0.07859,6.7104,0.85,122954
p02_g004\p02_g004_0219.T.CW.mat,0.07859,6.7104,0.85,122991
p02_g004\p02_g004_0220.T.CW.mat,0.07859,6.7104,0.85,122848
p02_g004\p02_g004_0221.T.CW.mat,0.07859,6.7104,0.85,123003
p02_g004\p02_g004_0222.T.CW.mat,0.07859,6.7104,0.85,122879
p02_g004\p02_g004_0223.T.CW.mat,0.07859,6.7104,0.85,122771
p02_g004\p02_g004_0224.T.CW.mat,0.07859,6.7104,0.85,123121
p02_g004\p02_g004_0225.T.CW.mat,0.07859,6.7104,0.85,122334
p02_g004\p02_g004_0226.T.CW.mat,0.07859,6.7104,0.85,123034
p02_g004\p02_g004_0227.T.CW.mat,0.07859,6.7104,0.85,122993
p02_g004\p02_g004_0228.T.CW.mat,0.07859,6.7104,0.85,123055
p02_g004\p02_g004_0229.T.CW.mat,0.07859,6.7104,0.85,122765
p02_g004\p02_g004_0230.T.CW.mat,0.07859,6.7104,0.85,122760
p02_g005\p02_g005_0201.T.CW.mat,0.07859,6.7104,0.95,68430
p02_g005\p02_g005_0202.T.CW.mat,0.07859,6.7104,0.95,68631
p02_g005\p02_g005_0203.T.CW.mat,0.07859,6.7104,0.95,68164
p02_g005\p02_g005_0204.T.CW.mat,0.07859,6.7104,0.95,68519
p02_g005\p02_g005_0205.T.CW.mat,0.07859,6.7104,0.95,68399
p02_g005\p02_g005_0206.T.CW.mat,0.07859,6.7104,0.95,68671
p02_g005\p02_g005_0207.T.CW.mat,0.07859,6.7104,0.95,68794
p02_g005\p02_g005_0208.T.CW.mat,0.07859,6.7104,0.95,68434
p02_g005\p02_g005_0209.T.CW.mat,0.07859,6.7104,0.95,68709
p02_g005\p02_g005_0210.T.CW.mat,0.07859,6.7104,0.95,68839
p02_g005\p02_g005_0211.T.CW.mat,0.07859,6.7104,0.95,68363
p02_g005\p02_g005_0212.T.CW.mat,0.07859,6.7104,0.95,68241
p02_g005\p02_g005_0213.T.CW.mat,0.07859,6.7104,0.95,67969
p02_g005\p02_g005_0214.T.CW.mat,0.07859,6.7104,0.95,68333
p02_g005\p02_g005_0215.T.CW.mat,0.07859,6.7104,0.95,68282
p02_g005\p02_g005_0216.T.CW.mat,0.07859,6.7104,0.95,68365
p02_g005\p02_g005_0217.T.CW.mat,0.07859,6.7104,0.95,68497
p02_g005\p02_g005_0218.T.CW.mat,0.07859,6.7104,0.95,68072
p02_g005\p02_g005_0219.T.CW.mat,0.07859,6.7104,0.95,68147
p02_g005\p02_g005_0220.T.CW.mat,0.07859,6.7104,0.95,68497
p02_g005\p02_g005_0221.T.CW.mat,0.07859,6.7104,0.95,68449
p02_g005\p02_g005_0222.T.CW.mat,0.07859,6.7104,0.95,68231
p02_g005\p02_g005_0223.T.CW.mat,0.07859,6.7104,0.95,68430
p02_g005\p02_g005_0224.T.CW.mat,0.07859,6.7104,0.95,68435
p02_g005\p02_g005_0225.T.CW.mat,0.07859,6.7104,0.95,68644
p02_g005\p02_g005_0226.T.CW.mat,0.07859,6.7104,0.95,68194
p02_g005\p02_g005_0227.T.CW.mat,0.07859,6.7104,0.95,68399
p02_g005\p02_g005_0228.T.CW.mat,0.07859,6.7104,0.95,68413
p02_g005\p02_g005_0229.T.CW.mat,0.07859,6.7104,0.95,68419
p02_g005\p02_g005_0230.T.CW.mat,0.07859,6.7104,0.95,68632
p03_g001\p03_g001_0201.T.CW.mat,0.01504,18.49734,0.55,65801
p03_g001\p03_g001_0202.T.CW.mat,0.01504,18.49734,0.55,65478
p03_g001\p03_g001_0203.T.CW.mat,0.01504,18.49734,0.55,65542
p03_g001\p03_g001_0204.T.CW.mat,0.01504,18.49734,0.55,65854
p03_g001\p03_g001_0205.T.CW.mat,0.01504,18.49734,0.55,65673
p03_g001\p03_g001_0206.T.CW.mat,0.01504,18.49734,0.55,65565
p03_g001\p03_g001_0207.T.CW.mat,0.01504,18.49734,0.55,65541
p03_g001\p03_g001_0208.T.CW.mat,0.01504,18.49734,0.55,65771
p03_g001\p03_g001_0209.T.CW.mat,0.01504,18.49734,0.55,65778
p03_g001\p03_g001_0210.T.CW.mat,0.01504,18.49734,0.55,65657
p03_g001\p03_g001_0211.T.CW.mat,0.01504,18.49734,0.55,65530
p03_g001\p03_g001_0212.T.CW.mat,0.01504,18.49734,0.55,65552
p03_g001\p03_g001_0213.T.CW.mat,0.01504,18.49734,0.55,65755
p03_g001\p03_g001_0214.T.CW.mat,0.01504,18.49734,0.55,65505
p03_g001\p03_g001_0215.T.CW.mat,0.01504,18.49734,0.55,65490
p03_g001\p03_g001_0216.T.CW.mat,0.01504,18.49734,0.55,65379
p03_g001\p03_g001_0217.T.CW.mat,0.01504,18.49734,0.55,65701
p03_g001\p03_g001_0218.T.CW.mat,0.01504,18.49734,0.55,65625
p03_g001\p03_g001_0219.T.CW.mat,0.01504,18.49734,0.55,65605
p03_g001\p03_g001_0220.T.CW.mat,0.01504,18.49734,0.55,65553
p03_g001\p03_g001_0221.T.CW.mat,0.01504,18.49734,0.55,65674
p03_g001\p03_g001_0222.T.CW.mat,0.01504,18.49734,0.55,65521
p03_g001\p03_g001_0223.T.CW.mat,0.01504,18.49734,0.55,65632
p03_g001\p03_g001_0224.T.CW.mat,0.01504,18.49734,0.55,65515
p03_g001\p03_g001_0225.T.CW.mat,0.01504,18.49734,0.55,65611
p03_g001\p03_g001_0226.T.CW.mat,0.01504,18.49734,0.55,65685
p03_g001\p03_g001_0227.T.CW.mat,0.01504,18.49734,0.55,65364
p03_g001\p03_g001_0228.T.CW.mat,0.01504,18.49734,0.55,65673
p03_g001\p03_g001_0229.T.CW.mat,0.01504,18.49734,0.55,65687
p03_g001\p03_g001_0230.T.CW.mat,0.01504,18.49734,0.55,65633
p03_g002\p03_g002_0201.T.CW.mat,0.01504,18.49734,0.65,74008
p03_g002\p03_g002_0202.T.CW.mat,0.01504,18.49734,0.65,74264
p03_g002\p03_g002_0203.T.CW.mat,0.01504,18.49734,0.65,74396
p03_g002\p03_g002_0204.T.CW.mat,0.01504,18.49734,0.65,73927
p03_g002\p03_g002_0205.T.CW.mat,0.01504,18.49734,0.65,74178
p03_g002\p03_g002_0206.T.CW.mat,0.01504,18.49734,0.65,74233
p03_g002\p03_g002_0207.T.CW.mat,0.01504,18.49734,0.65,74407
p03_g002\p03_g002_0208.T.CW.mat,0.01504,18.49734,0.65,73967
p03_g002\p03_g002_0209.T.CW.mat,0.01504,18.49734,0.65,74159
p03_g002\p03_g002_0210.T.CW.mat,0.01504,18.49734,0.65,74073
p03_g002\p03_g002_0211.T.CW.mat,0.01504,18.49734,0.65,74019
p03_g002\p03_g002_0212.T.CW.mat,0.01504,18.49734,0.65,74247
p03_g002\p03_g002_0213.T.CW.mat,0.01504,18.49734,0.65,74201
p03_g002\p03_g002_0214.T.CW.mat,0.01504,18.49734,0.65,74391
p03_g002\p03_g002_0215.T.CW.mat,0.01504,18.49734,0.65,73909
p03_g002\p03_g002_0216.T.CW.mat,0.01504,18.49734,0.65,73863
p03_g002\p03_g002_0217.T.CW.mat,0.01504,18.49734,0.65,74180
p03_g002\p03_g002_0218.T.CW.mat,0.01504,18.49734,0.65,73910
p03_g002\p03_g002_0219.T.CW.mat,0.01504,18.49734,0.65,74406
